Suburb,Median listing price,Median price change - last quarter (%),Median price change - 1 year (%),Median price change - 2 years (%),Median weekly rent,Median yield %,Median rent change - 1 year (%),Previous month sales,Stock on market previous month,Stock variance vs. last year (%),Average days on market
Pagewood,,,,,870.0,,18.36,0.0,2.0,100.0,65.0
Hillsdale,720000.0,0.0,10.76,13.83,690.0,4.98,6.15,2.0,12.0,50.0,58.0
Daceyville,,,,,,,,0.0,0.0,0.0,
Eastlakes,750000.0,2.73,14.94,0.67,675.0,4.68,12.5,1.0,18.0,125.0,62.0
Mascot,847500.0,0.59,3.35,5.93,950.0,5.82,7.95,7.0,102.0,15.91,125.0
Petersham,750000.0,2.88,7.52,0.0,660.0,4.57,10.0,0.0,10.0,-28.57,156.0
Stanmore,750000.0,0.0,15.38,8.69,640.0,4.43,16.36,0.0,4.0,-33.33,38.0
Sydenham,430000.0,-1.15,0.0,-3.27,420.0,5.07,10.52,7.0,11.0,-45.0,66.0
Tempe,,,,,450.0,,13.92,0.0,1.0,100.0,
St Peters,,,,,450.0,,15.38,1.0,0.0,-100.0,
Marrickville,790000.0,0.64,9.95,9.72,650.0,4.27,8.33,3.0,22.0,-18.52,54.0
Darlinghurst,900000.0,2.7,5.88,-3.75,700.0,4.04,7.69,7.0,33.0,-10.81,64.0
Erskineville,950000.0,2.1,-5.95,10.46,775.0,4.24,3.33,2.0,45.0,-10.0,169.0
Alexandria,892500.0,3.23,7.85,11.56,730.0,4.25,5.03,5.0,48.0,-2.04,134.0
Glebe,780000.0,0.0,4.0,-11.87,720.0,4.8,5.88,0.0,23.0,21.05,88.0
Forest Lodge,800000.0,-8.55,-34.7,-33.34,795.0,5.16,10.41,5.0,19.0,46.15,61.0
Potts Point,790000.0,1.41,0.0,5.33,650.0,4.27,7.43,5.0,45.0,-6.25,80.0
Woolloomooloo,1285000.0,5.62,4.89,32.47,775.0,3.13,6.89,0.0,17.0,6.25,104.0
Surry Hills,899000.0,5.52,15.25,10.98,725.0,4.19,5.07,4.0,31.0,-39.22,76.0
Camperdown,849000.0,3.03,2.28,6.12,720.0,4.4,3.59,7.0,28.0,12.0,65.0
Darlington,,,,,,,,0.0,0.0,0.0,
Chippendale,795000.0,0.0,2.25,7.43,800.0,5.23,6.66,11.0,118.0,22.92,169.0
Pyrmont,990000.0,4.73,4.21,4.21,850.0,4.46,0.0,7.0,44.0,-13.73,115.0
Redfern,867500.0,0.58,8.43,8.84,760.0,4.55,8.57,3.0,22.0,22.22,110.0
Rosebery,888000.0,2.44,6.98,11.0,895.0,5.24,5.29,10.0,84.0,20.0,92.0
Beaconsfield,,,,,,,,0.0,2.0,100.0,
Millers Point,,,,,1100.0,,11.11,1.0,9.0,-40.0,
Haymarket,1100000.0,3.34,0.0,0.0,1100.0,5.2,10.0,6.0,137.0,17.09,216.0
Ultimo,700000.0,1.14,-6.05,0.71,730.0,5.42,1.38,3.0,44.0,-10.2,181.0
Waterloo,900000.0,0.27,5.26,5.26,850.0,4.91,3.65,7.0,116.0,16.0,79.0
Zetland,998000.0,1.83,3.95,5.05,1000.0,5.21,8.69,15.0,180.0,13.92,156.0
Bondi,1350000.0,-10.0,-15.63,22.72,950.0,3.65,11.76,4.0,19.0,-17.39,47.0
Tamarama,2500000.0,-18.8,-19.29,-5.67,1300.0,2.7,13.04,1.0,4.0,-42.86,103.0
Bronte,1200000.0,-4.96,,-25.0,900.0,3.9,5.88,1.0,5.0,-44.44,56.0
Bondi Beach,1650000.0,7.56,10.92,18.06,930.0,2.93,9.41,3.0,30.0,130.77,49.0
North Bondi,1375000.0,3.77,25.0,7.84,1000.0,3.78,12.35,2.0,5.0,-64.29,42.0
Bondi Junction,1340000.0,3.46,14.04,14.04,900.0,3.49,9.09,3.0,49.0,22.5,133.0
Waverly,,,,,,,,0.0,0.0,0.0,
Centennial Park,,0.0,,,650.0,,4.0,0.0,0.0,-100.0,41.0
Dover Heights,,,,,855.0,,0.58,0.0,3.0,0.0,55.0
Paddington,950000.0,-1.89,18.75,21.79,615.0,3.36,11.81,3.0,6.0,-25.0,55.0
Moore Park,,,,,,,,0.0,0.0,0.0,
Rose Bay,3500000.0,-7.9,0.0,52.17,890.0,1.32,4.7,1.0,31.0,-6.06,147.0
Vaucluse,1500000.0,-4.77,-9.1,0.0,900.0,3.12,5.88,2.0,22.0,175.0,111.0
Watsons Bay,,,,,,,,0.0,0.0,0.0,
Woollahra,1400000.0,6.0,31.76,0.0,850.0,3.15,6.91,2.0,11.0,-21.43,66.0
Bellevue Hill,2900000.0,-3.18,7.4,23.4,900.0,1.61,5.88,1.0,28.0,21.74,99.0
Double Bay,2425000.0,-16.67,-36.19,-11.82,950.0,2.03,5.55,0.0,12.0,-52.0,115.0
Darling Point,3000000.0,11.11,3.44,20.0,1200.0,2.08,5.26,0.0,20.0,-13.04,78.0
Kingsford,877500.0,0.0,5.4,9.68,700.0,4.14,11.11,2.0,8.0,-20.0,59.0
Maroubra,950000.0,5.05,18.75,5.55,780.0,4.26,9.85,7.0,21.0,-34.38,62.0
Randwick,1050000.0,-4.77,7.69,7.69,800.0,3.96,6.66,10.0,37.0,76.19,50.0
Coogee,1350000.0,3.84,-10.0,8.0,900.0,3.46,5.88,2.0,19.0,0.0,43.0
Clovelly,,,,,945.0,,5.0,0.0,2.0,-33.33,28.0
Malabar,,,,,,,,0.0,0.0,0.0,
La Perouse,,,,,,,,0.0,0.0,0.0,
Matraville,,,,,700.0,,7.69,1.0,2.0,0.0,30.0
Chifley,,,,,,,,0.0,0.0,0.0,
South Coogee,,,,,860.0,,14.66,0.0,1.0,100.0,
Bass Hill,,,,,485.0,,10.22,0.0,1.0,-50.0,
Georges Hall,,,,,,,,0.0,5.0,-16.67,
Condell Park,,,,,490.0,,8.88,0.0,0.0,-100.0,
Padstow,624500.0,6.38,,,550.0,4.57,14.58,0.0,4.0,0.0,36.0
Revesby,,,,,550.0,,12.24,0.0,4.0,300.0,
Yagoona,522000.0,1.76,2.35,1.85,530.0,5.27,15.21,1.0,14.0,-17.65,82.0
Birrong,,,,,,,,0.0,0.0,0.0,
Bankstown,545000.0,1.92,9.0,9.0,560.0,5.34,12.0,14.0,90.0,-16.67,88.0
Greenacre,595000.0,0.75,-4.73,-0.84,580.0,5.06,13.72,0.0,10.0,-9.09,235.0
Milperra,,,,,,,,0.0,0.0,0.0,
Picnic Point,,,,,,,,0.0,1.0,-50.0,
Belmore,579500.0,4.54,10.38,5.55,550.0,4.93,10.0,4.0,26.0,-3.7,97.0
Belfield,,,,,750.0,,8.69,0.0,1.0,-50.0,
Punchbowl,,,,,,,,0.0,0.0,-100.0,
Roselands,540000.0,-1.37,9.2,8.21,540.0,5.2,20.0,1.0,12.0,50.0,119.0
Lakemba,450000.0,3.48,12.78,18.42,475.0,5.48,11.76,5.0,35.0,-22.22,71.0
Wiley Park,450000.0,4.28,12.64,12.78,480.0,5.54,11.62,2.0,16.0,-33.33,80.0
Campsie,600000.0,-0.17,0.0,3.62,550.0,4.76,3.77,15.0,94.0,-5.05,113.0
Canterbury,810000.0,1.23,-10.0,-4.6,595.0,3.81,3.47,0.0,8.0,0.0,56.0
Earlwood,,,,,650.0,,8.33,0.0,1.0,-50.0,50.0
Kingsgrove,620000.0,3.7,12.72,-6.77,550.0,4.61,5.76,1.0,4.0,-33.33,55.0
Narwee,485000.0,0.51,-2.81,-2.91,510.0,5.46,8.51,1.0,6.0,20.0,68.0
Beverly Hills,659000.0,0.0,1.46,1.38,580.0,4.57,11.53,1.0,6.0,-53.85,62.0
Oatley,,,,,600.0,,9.09,1.0,4.0,0.0,59.0
Hurstville Grove,,,,,,,,0.0,2.0,0.0,
Peakhurst,700000.0,0.0,2.18,7.69,650.0,4.82,8.33,2.0,14.0,-44.0,97.0
Lugarno,,,,,,,,0.0,2.0,100.0,
Riverwood,609000.0,0.0,5.0,7.78,610.0,5.2,10.9,2.0,24.0,14.29,98.0
South Hurstville,690000.0,6.15,5.34,6.15,590.0,4.44,7.27,0.0,5.0,-44.44,189.0
Blakehurst,890000.0,8.53,4.09,,840.0,4.9,29.23,0.0,13.0,-7.14,133.0
Hurstville,732500.0,0.13,4.79,4.79,700.0,4.96,7.69,14.0,172.0,49.57,154.0
Mortdale,630000.0,0.0,5.0,4.56,580.0,4.78,16.0,7.0,12.0,33.33,68.0
Penshurst,630000.0,2.46,9.56,11.5,580.0,4.78,12.62,8.0,19.0,11.76,69.0
Bardwell Park,,,,,,,,0.0,0.0,-100.0,
Kogarah,690000.0,0.0,1.62,6.15,650.0,4.89,8.33,8.0,64.0,-13.51,107.0
Kogarah Bay,,,,,,,,0.0,8.0,60.0,
Carlton,415000.0,-2.36,-5.15,-1.78,480.0,6.01,6.66,21.0,188.0,7.43,169.0
Allawah,720000.0,1.47,5.88,10.76,635.0,4.58,9.48,1.0,8.0,-42.86,42.0
Monterey,650000.0,0.0,8.33,-0.39,650.0,5.2,15.04,0.0,2.0,-66.67,55.0
Brighton-le-Sands,799000.0,3.16,6.53,14.14,620.0,4.03,6.89,4.0,16.0,33.33,46.0
Kyeemagh,,,,,,,,0.0,0.0,0.0,
Rockdale,669500.0,-0.89,1.59,3.15,650.0,5.04,3.17,4.0,57.0,-32.94,148.0
Banksia,,,,,500.0,,4.16,0.0,4.0,300.0,41.0
Sans Souci,772000.0,2.93,10.44,13.52,615.0,4.14,6.03,0.0,15.0,-11.76,79.0
Ramsgate,787500.0,8.69,12.5,12.5,690.0,4.55,11.29,0.0,2.0,-60.0,102.0
Arncliffe,734500.0,0.0,5.07,6.44,750.0,5.3,2.73,2.0,35.0,-33.96,191.0
Bardwell Valley,,,,,,,,0.0,0.0,-100.0,
Bexley,600000.0,-2.44,0.5,4.8,580.0,5.02,11.53,3.0,8.0,-50.0,74.0
Wolli Creek,768000.0,0.0,1.05,3.78,800.0,5.41,5.26,9.0,95.0,20.25,85.0
Concord,975000.0,37.25,39.28,45.52,600.0,3.2,0.0,0.0,6.0,-14.29,70.0
Mortlake,,,,,,,,0.0,0.0,-100.0,
Cabarita,2300000.0,0.0,,,,,,0.0,5.0,66.67,80.0
Drummoyne,1200000.0,0.0,9.09,-2.05,750.0,3.25,0.0,0.0,17.0,-37.04,67.0
Rodd Point,,,,,,,,0.0,1.0,100.0,
Five Dock,950000.0,0.0,5.84,-4.29,750.0,4.1,15.38,5.0,8.0,-38.46,70.0
Abbotsford,470000.0,0.87,2.39,-5.06,530.0,5.86,6.0,11.0,103.0,14.44,112.0
Concord West,,,,,500.0,,4.16,0.0,2.0,-66.67,
North Strathfield,769000.0,2.53,2.53,5.34,650.0,4.39,4.83,3.0,11.0,83.33,143.0
Rhodes,940000.0,3.33,4.44,4.79,850.0,4.7,6.25,14.0,207.0,14.36,178.0
Balmain,1300000.0,8.33,35.48,13.04,740.0,2.96,1.36,0.0,8.0,-11.11,59.0
Lilyfield,,,,,525.0,,2.94,0.0,3.0,0.0,
Rozelle,1190000.0,4.34,13.33,25.26,720.0,3.14,3.59,2.0,9.0,-25.0,57.0
Leichhardt,750000.0,0.0,0.0,-5.07,650.0,4.5,1.56,2.0,20.0,-31.03,130.0
Ashbury,,,,,,,,0.0,0.0,0.0,
Croydon Park,640000.0,1.61,8.47,16.36,545.0,4.42,11.22,0.0,10.0,42.86,94.0
Enfield,,,,,385.0,,4.05,0.0,2.0,-33.33,
Dulwich Hill,805000.0,3.12,15.0,1.89,630.0,4.06,8.62,4.0,32.0,18.52,44.0
Lewisham,815000.0,2.56,3.62,8.66,670.0,4.27,6.34,1.0,12.0,-58.62,104.0
Haberfield,,,,,545.0,,5.82,0.0,1.0,100.0,
Homebush,630000.0,0.0,5.0,3.7,680.0,5.61,7.93,16.0,142.0,13.6,135.0
Strathfield South,599000.0,0.51,2.39,3.27,600.0,5.2,9.09,1.0,10.0,100.0,113.0
Ashfield,742500.0,5.71,10.24,9.19,600.0,4.2,9.09,18.0,66.0,20.0,107.0
Croydon,580000.0,1.75,5.45,5.45,500.0,4.48,11.11,10.0,32.0,-11.11,46.0
Strathfield,719000.0,0.0,9.02,7.55,710.0,5.13,4.41,5.0,70.0,4.48,110.0
Lane Cove North,745000.0,5.71,7.19,2.75,675.0,4.71,8.87,9.0,47.0,95.83,143.0
St Leonards,1200000.0,0.0,-10.95,4.8,880.0,3.81,3.52,4.0,148.0,-3.9,142.0
Naremburn,1050000.0,0.0,-4.55,-4.55,790.0,3.91,7.48,3.0,7.0,75.0,73.0
Artarmon,932500.0,2.71,5.96,5.07,700.0,3.9,9.37,5.0,10.0,11.11,49.0
Castle Cove,,,,,,,,0.0,1.0,100.0,
Northbridge,1225000.0,-14.29,-50.71,2.08,750.0,3.18,2.04,1.0,4.0,-60.0,72.0
Chatswood,1100000.0,2.42,15.78,15.78,750.0,3.54,7.14,6.0,86.0,7.5,138.0
Greenwich,987500.0,6.66,15.56,27.0,685.0,3.6,5.38,2.0,16.0,128.57,103.0
Riverview,,,,,,,,0.0,0.0,0.0,
Lane Cove,800000.0,0.62,6.66,1.26,650.0,4.22,4.83,7.0,27.0,50.0,49.0
Willoughby,1200000.0,0.0,0.0,26.98,690.0,2.99,0.72,2.0,30.0,114.29,89.0
Asquith,650000.0,0.0,0.0,0.0,650.0,5.2,8.33,6.0,35.0,-23.91,128.0
Mount Colah,615000.0,0.0,2.5,-4.66,615.0,5.2,13.88,2.0,18.0,-25.0,127.0
Berowra,,,,,,,,0.0,0.0,0.0,
Brooklyn,500000.0,1.98,-10.72,-9.1,400.0,4.16,11.11,0.0,1.0,-85.71,138.0
Cowan,,,,,,,,0.0,0.0,0.0,
Normanhurst,,,,,,,,0.0,1.0,100.0,
Thornleigh,749500.0,0.0,5.56,-0.67,650.0,4.5,18.18,0.0,5.0,-64.29,317.0
Westleigh,,,,,,,,0.0,0.0,0.0,
Hornsby,685000.0,0.0,5.38,5.38,580.0,4.4,9.43,8.0,59.0,-6.35,90.0
Waitara,710000.0,0.71,2.15,1.57,650.0,4.76,9.24,10.0,57.0,-9.52,80.0
Gordon,850000.0,0.0,-3.41,-2.19,700.0,4.28,2.94,3.0,43.0,-6.52,132.0
Killara,1100000.0,0.0,11.11,15.78,770.0,3.64,6.94,2.0,27.0,42.11,84.0
Lindfield,995000.0,-2.93,-0.26,-0.5,780.0,4.07,10.63,2.0,27.0,-3.57,133.0
Roseville,1020000.0,-4.55,-3.78,2.0,780.0,3.97,10.63,1.0,35.0,-23.91,141.0
Pymble,950000.0,-3.07,5.55,3.26,750.0,4.1,7.14,1.0,24.0,9.09,185.0
St Ives,850000.0,0.0,-4.23,-5.03,785.0,4.8,7.53,4.0,30.0,0.0,96.0
Turramurra,950000.0,7.34,11.76,19.49,685.0,3.74,0.73,2.0,23.0,91.67,78.0
Warrawee,,,,,700.0,,4.47,0.0,3.0,-25.0,52.0
Cremorne,1205000.0,-3.6,17.56,17.56,755.0,3.25,7.85,3.0,11.0,-35.29,43.0
Cammeray,1197500.0,9.36,16.82,7.88,725.0,3.14,7.4,2.0,6.0,-14.29,51.0
Crows Nest,1000000.0,2.8,2.56,16.95,655.0,3.4,2.34,0.0,26.0,136.36,107.0
Waverton,1650000.0,3.28,40.42,37.5,750.0,2.36,10.29,2.0,6.0,100.0,43.0
Neutral Bay,1267000.0,-4.0,20.66,26.7,725.0,2.97,5.07,3.0,20.0,-47.37,114.0
Kirribilli,1250000.0,28.0,26.26,1.62,750.0,3.12,10.29,1.0,12.0,50.0,53.0
North Sydney,985000.0,7.51,9.44,3.68,750.0,3.95,7.14,7.0,60.0,7.14,140.0
Lavender Bay,,,,,700.0,,13.82,0.0,2.0,0.0,50.0
Mosman,1585000.0,9.66,19.62,44.09,750.0,2.46,7.14,5.0,43.0,4.88,65.0
Balgowlah,1025000.0,5.31,-2.39,-10.87,780.0,3.95,11.42,2.0,8.0,14.29,53.0
Clontarf,,,,,,,,0.0,0.0,0.0,
Seaforth,,,,,850.0,,12.58,0.0,2.0,-33.33,
Manly,1750000.0,0.0,9.37,9.37,925.0,2.74,5.71,3.0,23.0,-23.33,51.0
Fairlight,1679000.0,13.71,30.15,15.79,860.0,2.66,0.0,0.0,3.0,-40.0,37.0
Avalon,,,,,,,,0.0,0.0,0.0,
Palm Beach,1185000.0,15.0,24.73,49.05,750.0,3.29,10.29,11.0,152.0,50.5,77.0
Bayview,580000.0,1.52,,,,,,0.0,16.0,45.45,78.0
Elanora Heights,,,,,700.0,,3.7,0.0,0.0,0.0,
Newport,580000.0,-1.73,8.41,1.75,460.0,4.12,8.23,2.0,18.0,5.88,120.0
Mona Vale,1595000.0,-0.16,-12.49,22.69,750.0,2.44,11.11,3.0,24.0,-22.58,129.0
North Narrabeen,,,,,650.0,,18.18,0.0,0.0,0.0,
Beacon Hill,,,,,520.0,,4.0,0.0,0.0,0.0,
Narraweena,,,,,700.0,,16.66,0.0,0.0,-100.0,
Cromer,,,,,635.0,,15.45,0.0,2.0,100.0,
Forestville,,,,,600.0,,-4.0,1.0,2.0,100.0,
Killarney Heights,,,,,,,,1.0,1.0,100.0,
Freshwater,1150000.0,7.14,27.77,21.05,750.0,3.39,11.11,3.0,8.0,14.29,31.0
Brookvale,987500.0,3.14,19.69,23.51,675.0,3.55,12.5,1.0,2.0,-75.0,60.0
Manly Vale,925000.0,0.0,5.71,8.82,700.0,3.93,7.69,2.0,10.0,11.11,42.0
Allambie Heights,,,,,495.0,,3.12,0.0,1.0,-50.0,
Terrey Hills,,,,,,,,0.0,0.0,0.0,
Duffys Forest,,,,,,,,0.0,0.0,0.0,
Belrose,,,,,465.0,,8.13,0.0,4.0,100.0,456.0
Collaroy,1125000.0,-4.01,2.27,-6.25,750.0,3.46,7.91,1.0,9.0,-47.06,72.0
Collaroy Plateau,,,,,600.0,,14.28,0.0,0.0,-100.0,
North Curl Curl,,,,,770.0,,,0.0,0.0,-100.0,
Dee Why,890000.0,1.25,7.87,4.7,700.0,4.08,7.69,12.0,46.0,-13.21,41.0
Frenchs Forest,,,,,545.0,,14.73,0.0,3.0,100.0,
Oxford Falls,,,,,,,,0.0,0.0,0.0,
Narrabeen,1150000.0,1.36,9.52,9.52,725.0,3.27,7.4,2.0,17.0,6.25,42.0
Wheeler Heights,,,,,685.0,,-2.15,0.0,0.0,-100.0,
Camden,,,,,475.0,,18.75,1.0,3.0,-25.0,
Ellis Lane,,,,,,,,0.0,0.0,0.0,
Currans Hill,,,,,,,,0.0,0.0,0.0,
Elderslie,,,,,,,,0.0,0.0,0.0,
Narellan,,,,,525.0,,5.0,0.0,0.0,-100.0,
Harrington Park,,,,,,,,0.0,0.0,-100.0,
Mount Annan,,,,,,,,0.0,0.0,0.0,
Spring Farm,,,,,445.0,,7.22,0.0,0.0,0.0,
Bradbury,,,,,400.0,,9.58,0.0,1.0,-50.0,
Wedderburn,,,,,,,,0.0,0.0,0.0,
Campbelltown,504500.0,2.04,7.34,6.21,490.0,5.05,8.88,11.0,43.0,-20.37,66.0
Woodbine,,,,,,,,0.0,0.0,0.0,
Claymore,,,,,,,,0.0,0.0,0.0,
Eagle Vale,,,,,,,,0.0,0.0,0.0,
Raby,,,,,,,,0.0,0.0,0.0,
Leumeah,397000.0,-6.09,-0.75,7.58,450.0,5.89,12.5,1.0,3.0,-75.0,75.0
Minto Heights,,,,,,,,0.0,0.0,0.0,
Minto,,,,,430.0,,7.5,1.0,3.0,-40.0,
St Andrews,,,,,,,,0.0,0.0,0.0,
Rosemeadow,,,,,470.0,,,1.0,1.0,0.0,
Glen Alpine,,,,,,,,0.0,0.0,0.0,
Denham Court,,,,,500.0,,,0.0,0.0,0.0,
Bardia,,,,,380.0,,8.57,0.0,0.0,-100.0,
Glenfield,,,,,450.0,,16.88,0.0,0.0,-100.0,
Ingleburn,514500.0,0.0,-6.46,,450.0,4.54,7.14,3.0,6.0,-33.33,67.0
Macquarie Fields,,,,,490.0,,16.66,1.0,4.0,0.0,
Bargo,,,,,,,,0.0,1.0,0.0,
Douglas Park,,,,,,,,0.0,0.0,0.0,
Appin,,,,,,,,0.0,0.0,0.0,
Picton,,,,,375.0,,4.16,0.0,0.0,-100.0,
Tahmoor,,,,,400.0,,0.0,0.0,3.0,50.0,
Buxton,,,,,,,,0.0,0.0,0.0,
The Oaks,,,,,,,,0.0,1.0,0.0,
Oakdale,,,,,,,,0.0,0.0,0.0,
Blackheath,,,,,400.0,,33.33,0.0,0.0,0.0,
Megalong Valley,,,,,,,,0.0,0.0,0.0,
Blaxland,,,,,,,,0.0,2.0,100.0,
Warrimoo,,,,,,,,0.0,0.0,0.0,
Lapstone,,,,,,,,0.0,0.0,0.0,
Katoomba,,-4.32,,,400.0,,5.26,0.0,8.0,-11.11,95.0
Leura,585000.0,0.0,7.83,14.81,460.0,4.08,6.97,2.0,5.0,66.67,98.0
Lawson,,,,,,,,0.0,0.0,0.0,
Hazelbrook,,,,,,,,0.0,0.0,0.0,
Linden,,,,,,,,0.0,0.0,0.0,
Springwood,,,,,470.0,,4.44,0.0,2.0,-33.33,
Winmalee,,,,,,,,0.0,0.0,0.0,
Wentworth Falls,,,,,,,,0.0,2.0,0.0,
Cambridge Park,,,,,450.0,,18.42,0.0,1.0,100.0,
Emu Plains,,,,,,,,0.0,1.0,100.0,
Leonay,,,,,,,,0.0,0.0,0.0,
Glenmore Park,600000.0,-4.62,,,595.0,5.15,41.66,0.0,8.0,300.0,183.0
Regentville,,,,,,,,0.0,0.0,0.0,
Jamisontown,474000.0,5.56,18.79,18.64,475.0,5.21,18.75,4.0,9.0,-18.18,46.0
South Penrith,,,,,450.0,,3.44,0.0,2.0,100.0,
Kingswood,,,,,480.0,,23.07,2.0,1.0,0.0,28.0
Werrington,382000.0,7.24,12.35,10.88,400.0,5.44,14.28,0.0,2.0,-81.82,41.0
Mulgoa,,,,,,,,0.0,0.0,0.0,
Luddenham,,,,,,,,0.0,0.0,0.0,
Orchard Hills,,,,,,,,0.0,1.0,100.0,
Penrith,530000.0,0.0,2.02,2.51,550.0,5.39,11.11,13.0,71.0,-25.26,88.0
Warragamba,,,,,,,,0.0,0.0,0.0,
Silverdale,,,,,,,,0.0,0.0,0.0,
Cranebrook,,,,,,,,0.0,0.0,-100.0,
Castlereagh,,,,,,,,0.0,0.0,0.0,
Jordan Springs,580000.0,-3.18,0.17,16.23,485.0,4.34,10.22,0.0,4.0,-66.67,114.0
Llandilo,,,,,,,,0.0,0.0,0.0,
Richmond,535000.0,-1.39,-2.73,2.88,550.0,5.34,10.0,6.0,113.0,-23.13,87.0
Clarendon,,,,,,,,0.0,0.0,0.0,
Windsor,490000.0,6.52,2.29,2.18,500.0,5.3,5.26,1.0,43.0,-12.24,71.0
Bligh Park,,,,,,,,0.0,0.0,-100.0,
Yarramundi,,,,,,,,0.0,0.0,0.0,
Londonderry,,,,,,,,0.0,0.0,0.0,
Erskine Park,,,,,,,,0.0,1.0,100.0,
St Clair,,,,,500.0,,6.38,3.0,1.0,-80.0,35.0
Colyton,,,,,430.0,,7.5,0.0,0.0,0.0,
Oxley Park,,,,,,,,0.0,0.0,-100.0,
St Marys,460000.0,-2.13,2.22,15.0,480.0,5.42,26.31,1.0,10.0,-23.08,72.0
North St Marys,,,,,430.0,,17.8,0.0,0.0,0.0,
Auburn,549000.0,0.54,5.98,9.8,600.0,5.68,11.11,12.0,99.0,-19.51,161.0
Berala,450000.0,0.0,8.56,15.38,500.0,5.77,16.27,2.0,10.0,150.0,162.0
Lidcombe,739000.0,0.0,2.78,5.72,730.0,5.13,7.35,17.0,144.0,8.27,190.0
Regents Park,,,,,,,,0.0,0.0,-100.0,
Newington,787500.0,0.64,5.0,1.02,700.0,4.62,4.47,2.0,17.0,30.77,65.0
Wentworth Point,730000.0,0.0,1.38,4.28,720.0,5.12,4.34,10.0,170.0,11.84,125.0
Sydney Olympic Park,702500.0,-3.64,-6.34,-9.94,720.0,5.32,2.85,6.0,66.0,-16.46,192.0
Ermington,710000.0,0.0,2.89,1.42,680.0,4.98,7.93,0.0,17.0,-32.0,127.0
Rydalmere,620000.0,0.0,3.33,3.33,550.0,4.61,10.0,0.0,6.0,-25.0,183.0
Oatlands,,,,,450.0,,-18.19,0.0,4.0,300.0,
Dundas Valley,,,,,450.0,,18.42,0.0,1.0,-50.0,
Carlingford,685000.0,0.0,-0.73,1.48,660.0,5.01,10.0,6.0,128.0,25.49,130.0
Chester Hill,,,,,485.0,,7.77,0.0,5.0,66.67,
Sefton,480000.0,0.0,-2.84,0.1,500.0,5.41,11.11,0.0,7.0,40.0,171.0
Fairfield,419000.0,0.0,4.75,5.54,425.0,5.27,14.86,3.0,34.0,-12.82,115.0
Granville,500000.0,0.0,5.26,6.38,580.0,6.03,11.53,8.0,99.0,30.26,161.0
Clyde,,,,,,,,0.0,0.0,0.0,
Guildford,449000.0,1.01,4.41,4.41,500.0,5.79,16.27,5.0,31.0,-42.59,91.0
South Granville,,,,,350.0,,9.37,0.0,4.0,300.0,
Guildford West,,,,,550.0,,37.5,0.0,0.0,-100.0,
Merrylands West,,,,,500.0,,11.11,0.0,12.0,-14.29,230.0
Greystanes,,,,,525.0,,26.5,0.0,0.0,-100.0,
Merrylands,490000.0,-1.61,0.0,3.15,540.0,5.73,20.0,9.0,119.0,15.53,145.0
Holroyd,560000.0,0.0,0.0,1.81,600.0,5.57,9.09,0.0,4.0,-20.0,111.0
Pemulwuy,,,,,570.0,,9.61,2.0,12.0,1100.0,
South Wentworthville,535000.0,,,7.0,610.0,5.92,12.96,2.0,21.0,-4.55,325.0
North Parramatta,550000.0,0.09,7.84,1.85,530.0,5.01,8.16,5.0,21.0,-4.55,46.0
North Rocks,599000.0,0.0,3.27,3.27,650.0,5.64,4.83,0.0,6.0,-45.45,183.0
Northmead,520000.0,0.0,-1.33,-1.71,560.0,5.6,7.69,2.0,18.0,-14.29,62.0
Constitution Hill,,,,,,,,0.0,0.0,-100.0,
Winston Hills,,,,,620.0,,,0.0,3.0,100.0,
Pendle Hill,474500.0,0.0,3.15,5.44,540.0,5.91,3.84,2.0,12.0,-25.0,91.0
Girraween,,,,,500.0,,4.16,0.0,2.0,100.0,
Wentworthville,540000.0,0.27,2.85,3.84,600.0,5.77,13.2,7.0,79.0,12.86,175.0
Westmead,550000.0,0.0,3.77,1.85,595.0,5.62,8.18,9.0,77.0,-25.24,98.0
Parramatta,610000.0,-0.81,1.66,1.83,640.0,5.45,8.47,24.0,315.0,25.0,144.0
Rosehill,500000.0,0.0,4.16,2.04,520.0,5.4,10.63,7.0,28.0,-46.15,233.0
Harris Park,482500.0,-3.81,4.89,12.2,520.0,5.6,15.55,6.0,49.0,22.5,139.0
Pennant Hills,600000.0,0.0,5.44,3.62,600.0,5.2,17.64,1.0,9.0,-18.18,93.0
Cheltenham,580000.0,1.29,5.45,5.45,495.0,4.43,10.0,11.0,61.0,-8.96,86.0
North Epping,,,,,,,,0.0,0.0,0.0,
Gladesville,720000.0,4.28,4.34,1.4,590.0,4.26,7.27,4.0,45.0,32.35,119.0
Huntleys Point,,,,,,,,0.0,0.0,0.0,
Hunters Hill,930000.0,-2.37,-15.46,16.25,650.0,3.63,8.33,0.0,2.0,-75.0,119.0
Woolwich,,,,,,,,0.0,0.0,-100.0,
Macquarie Park,900000.0,1.11,12.5,16.88,710.0,4.1,4.41,13.0,329.0,16.25,209.0
Marsfield,782500.0,4.0,4.33,13.4,620.0,4.12,10.71,1.0,32.0,23.08,54.0
North Ryde,664000.0,0.0,-4.12,-0.83,680.0,5.32,4.61,1.0,45.0,0.0,106.0
East Ryde,,,,,,,,0.0,0.0,0.0,
West Ryde,600000.0,0.0,5.26,0.0,550.0,4.76,14.58,5.0,17.0,-15.0,47.0
Meadowbank,720000.0,-6.5,-8.87,-7.1,640.0,4.62,6.66,4.0,52.0,44.44,110.0
