Suburb,Median listing price,Median price change - last quarter (%),Median price change - 1 year (%),Median price change - 2 years (%),Median weekly rent,Median yield %,Median rent change - 1 year (%),Previous month sales,Stock on market previous month,Stock variance vs. last year (%),Average days on market
Fairy Meadow,559000.0,2.66,-5.66,1.63,500.0,4.65,7.52,1.0,15.0,0.0,110.0
Corrimal,600000.0,2.76,7.14,9.28,460.0,3.98,2.22,1.0,6.0,-62.5,66.0
Tarrawanna,,,,,,,,0.0,0.0,0.0,
Bellambi,550000.0,,,,400.0,3.78,-2.44,0.0,4.0,33.33,42.0
Figtree,,,,,450.0,,4.65,0.0,3.0,-25.0,
Keiraville,,,,,480.0,,6.66,1.0,5.0,25.0,
Helensburgh,,,,,650.0,,18.18,0.0,1.0,-66.67,
Thirroul,,,,,620.0,,12.72,0.0,1.0,-80.0,54.0
Austinmer,,,,,670.0,,13.55,0.0,1.0,0.0,
Coalcliff,,,,,,,,0.0,0.0,0.0,
Woonona,615000.0,-3.39,-4.29,-9.56,460.0,3.88,2.22,0.0,6.0,0.0,46.0
Bulli,,,,,510.0,,13.33,0.0,1.0,0.0,
Russell Vale,,,,,,,,0.0,1.0,100.0,
Wollongong,699000.0,0.57,0.0,-4.25,580.0,4.31,5.45,32.0,156.0,-1.27,105.0
Bulahdelah,,,,,,,,0.0,0.0,0.0,
Stroud,,,,,,,,0.0,0.0,0.0,
Forster,649500.0,0.0,-0.08,5.6,420.0,3.36,5.0,7.0,40.0,2.56,114.0
Tuncurry,449500.0,-1.97,-5.67,-9.92,400.0,4.62,3.89,2.0,16.0,-38.46,96.0
Kempsey,,,,,,,,0.0,1.0,100.0,
Macksville,,,,,385.0,,,0.0,2.0,100.0,
Scotts Head,,,,,,,,0.0,2.0,0.0,
Nambucca Heads,540000.0,4.17,8.21,-19.89,350.0,3.37,-7.9,0.0,8.0,-20.0,109.0
South West Rocks,590000.0,-0.43,18.0,7.27,355.0,3.12,-1.39,1.0,16.0,0.0,162.0
Lord Howe Island,,,,,,,,0.0,0.0,0.0,
Laurieton,435000.0,,,,415.0,4.96,6.41,2.0,5.0,400.0,118.0
Bonny Hills,,,,,,,,0.0,1.0,100.0,
Port Macquarie,550000.0,0.0,0.0,2.04,450.0,4.25,4.65,14.0,100.0,9.89,127.0
Wauchope,,,,,375.0,,7.14,0.0,0.0,-100.0,
Gloucester,,,,,,,,0.0,0.0,-100.0,
Old Bar,499000.0,0.0,18.8,,450.0,4.68,12.5,1.0,14.0,0.0,215.0
Manning Point,,,,,,,,0.0,0.0,0.0,
Red Head,,,,,,,,0.0,1.0,100.0,
Taree,310000.0,0.0,-3.13,10.91,340.0,5.7,6.25,0.0,14.0,-22.22,96.0
Wingham,,,,,280.0,,7.69,1.0,6.0,200.0,
Albury,405000.0,2.62,14.24,,345.0,4.42,7.81,0.0,3.0,-62.5,58.0
Lavington,295000.0,-1.85,0.85,20.4,320.0,5.64,10.34,4.0,15.0,-34.78,91.0
Hay,,,,,,,,0.0,1.0,100.0,
Wentworth,,,,,300.0,,,0.0,1.0,100.0,
Buronga,,,,,,,,0.0,0.0,0.0,
Corowa,,,,,270.0,,-6.9,0.0,5.0,100.0,
Deniliquin,280000.0,,,,200.0,3.71,5.26,1.0,7.0,75.0,270.0
Moama,334000.0,4.83,1.21,-1.04,400.0,6.22,3.89,2.0,7.0,16.67,175.0
Tocumwal,255000.0,-3.78,-8.93,44.47,,,,0.0,10.0,66.67,152.0
Finley,,,,,,,,0.0,1.0,-50.0,
Jerilderie,,,,,,,,0.0,0.0,0.0,
Armidale,330000.0,0.45,11.86,10.92,320.0,5.04,6.66,3.0,19.0,5.56,108.0
Walcha,,,,,,,,0.0,1.0,0.0,
Glen Innes,,,,,250.0,,8.69,0.0,2.0,100.0,
Inverell,,,,,270.0,,0.0,0.0,1.0,-75.0,
Tenterfield,,,,,,,,0.0,0.0,0.0,
Moree,,,,,260.0,,4.0,0.0,2.0,-33.33,
Narrabri,,,,,280.0,,0.0,0.0,0.0,-100.0,
Gunnedah,,,,,330.0,,-1.5,0.0,2.0,-80.0,
Quirindi,,,,,,,,0.0,0.0,0.0,
Tamworth,329500.0,3.13,3.29,4.6,330.0,5.2,6.45,0.0,2.0,100.0,77.0
Belmont,459000.0,-2.14,-1.3,-4.38,420.0,4.75,5.0,5.0,28.0,40.0,74.0
Bennetts Green,,,,,,,,0.0,0.0,0.0,
Belmont South,,,,,,,,1.0,1.0,0.0,
Blacksmiths,,,,,,,,0.0,0.0,0.0,
Charlestown,610000.0,2.82,-3.18,7.01,500.0,4.26,7.52,7.0,20.0,-13.04,115.0
Dudley,,,,,,,,0.0,0.0,0.0,
Glendale,,,,,,,,1.0,1.0,100.0,
Cardiff,,,,,480.0,,4.34,0.0,1.0,0.0,
Mount Hutton,,,,,,,,1.0,2.0,-60.0,694.0
Windale,,,,,,,,0.0,0.0,0.0,
Redhead,,,,,,,,0.0,2.0,100.0,
Swansea,,,,,475.0,,17.28,0.0,2.0,-33.33,
Caves Beach,,,,,510.0,,6.25,0.0,3.0,50.0,
Valentine,,,,,,,,1.0,2.0,100.0,
Eleebana,,,,,,,,0.0,0.0,0.0,
Warners Bay,805000.0,5.94,23.84,0.62,580.0,3.74,10.47,6.0,13.0,44.44,140.0
Boolaroo,,,,,,,,0.0,0.0,-100.0,
Bolton Point,,,,,,,,0.0,0.0,0.0,
Teralba,,,,,,,,0.0,0.0,0.0,
Bonnells Bay,,,,,,,,0.0,0.0,0.0,
Edgeworth,,,,,,,,0.0,4.0,300.0,
Cameron Park,,,,,,,,1.0,0.0,-100.0,
Morisset,,,,,450.0,,4.65,0.0,3.0,-40.0,
Cooranbong,,,,,350.0,,18.64,0.0,1.0,100.0,
Toronto,850000.0,6.38,13.33,-2.3,550.0,3.36,34.14,3.0,13.0,160.0,72.0
Awaba,,,,,,,,0.0,0.0,0.0,
Wangi Wangi,,,,,,,,0.0,0.0,-100.0,
Rathmines,,,,,,,,0.0,0.0,0.0,
West Wallsend,,,,,,,,0.0,1.0,100.0,
Barnsley,,,,,,,,0.0,0.0,0.0,
Killingworth,,,,,,,,0.0,0.0,0.0,
Adamstown,550000.0,2.65,-12.7,6.79,465.0,4.39,2.19,2.0,16.0,0.0,168.0
Kotara,,,,,,,,0.0,1.0,0.0,
Beresfield,,,,,,,,0.0,2.0,100.0,
Hexham,,,,,,,,0.0,0.0,0.0,
Hamilton,269000.0,-3.72,,,280.0,5.41,7.69,1.0,8.0,300.0,98.0
Broadmeadow,680000.0,2.33,4.61,,560.0,4.28,9.8,3.0,7.0,133.33,424.0
Lambton,,,,,455.0,,18.18,0.0,1.0,0.0,69.0
New Lambton,550000.0,0.88,1.85,10.0,500.0,4.72,16.27,2.0,6.0,100.0,52.0
Fletcher,,,,,,,,1.0,2.0,0.0,
Minmi,,,,,,,,0.0,0.0,0.0,
Mayfield,,,,,,,,0.0,0.0,0.0,
Warabrook,,,,,,,,0.0,0.0,0.0,
Merewether,725000.0,2.12,6.61,-2.03,550.0,3.94,2.8,3.0,11.0,0.0,55.0
The Junction,,,,,525.0,,14.13,0.0,0.0,-100.0,
Newcastle,950000.0,0.0,5.84,9.19,670.0,3.66,8.06,8.0,52.0,-18.75,117.0
Cooks Hill,700000.0,-1.79,0.0,4.08,560.0,4.16,1.81,0.0,5.0,-68.75,58.0
Shortland,,,,,400.0,,8.1,0.0,0.0,-100.0,
Jesmond,430000.0,0.0,2.38,,450.0,5.44,7.14,1.0,7.0,16.67,328.0
Stockton,,,,,415.0,,12.16,0.0,0.0,0.0,
Fullerton Cove,,,,,,,,0.0,1.0,100.0,
Wallsend,,,,,440.0,,-2.23,0.0,1.0,-66.67,45.0
Elermore Vale,,,,,,,,0.0,2.0,100.0,
Waratah,430000.0,1.17,,,450.0,5.44,4.65,1.0,2.0,-50.0,37.0
North Lambton,,,,,440.0,,15.78,0.0,0.0,0.0,
Wickham,,,,,,,,0.0,0.0,-100.0,
Carrington,,,,,,,,0.0,0.0,0.0,
Tighes Hill,,,,,,,,0.0,0.0,0.0,
Ballina,610000.0,-0.42,1.66,1.83,500.0,4.26,2.04,5.0,4.0,-76.47,105.0
Bangalow,,,,,,,,0.0,0.0,-100.0,
Brunswick Heads,1135000.0,8.61,24.72,,650.0,2.97,12.06,0.0,4.0,-20.0,98.0
Ocean Shores,737500.0,1.43,17.24,,485.0,3.41,-11.82,0.0,4.0,-33.33,84.0
Byron Bay,1450000.0,1.75,11.53,7.4,750.0,2.68,-0.67,4.0,29.0,26.09,132.0
Evans Head,550000.0,-1.79,,,430.0,4.06,7.5,0.0,2.0,0.0,60.0
Lennox Head,900000.0,-9.55,-7.7,13.92,650.0,3.75,8.33,2.0,5.0,-28.57,140.0
Skennars Head,,,,,,,,0.0,0.0,0.0,
Mullumbimby,,,,,,,,0.0,0.0,-100.0,
Casino,350000.0,0.0,6.38,6.06,320.0,4.75,-8.58,1.0,2.0,-60.0,118.0
Goonellabah,445000.0,-7.58,-11.0,-19.1,400.0,4.67,2.56,3.0,12.0,100.0,72.0
Kyogle,,,,,360.0,,,0.0,2.0,100.0,
Lismore,350000.0,0.0,4.47,,360.0,5.34,0.0,2.0,6.0,0.0,162.0
Kingscliff,887500.0,1.79,6.92,12.34,700.0,4.1,4.47,2.0,42.0,10.53,156.0
Fingal Head,,,,,,,,0.0,1.0,100.0,
Murwillumbah,,,,,400.0,,5.26,1.0,4.0,33.33,
Pottsville,,,,,630.0,,26.0,0.0,2.0,-60.0,
Tweed Heads,850000.0,5.62,13.33,25.92,650.0,3.97,8.33,9.0,38.0,-5.0,53.0
Banora Point,575000.0,-0.85,3.69,,700.0,6.33,25.0,2.0,8.0,-20.0,56.0
Terranora,,,,,,,,0.0,0.0,0.0,
North Tumbulgum,,,,,,,,0.0,0.0,0.0,
Tweed Heads South,604500.0,3.1,0.0,2.02,600.0,5.16,9.09,3.0,12.0,20.0,33.0
Leeton,310000.0,-2.63,,,270.0,4.52,-3.58,0.0,7.0,133.33,65.0
Narrandera,,,,,250.0,,2.04,0.0,0.0,0.0,
Tumbarumba,,,,,,,,0.0,1.0,100.0,
Tumut,,,,,270.0,,0.0,1.0,4.0,33.33,
Cootamundra,335000.0,,,,250.0,3.88,,1.0,4.0,0.0,140.0
Gundagai,,,,,,,,0.0,2.0,100.0,
Junee,,,,,320.0,,,0.0,0.0,0.0,
Temora,,,,,325.0,,22.64,1.0,7.0,133.33,
Wagga Wagga,372500.0,0.0,-4.49,3.61,370.0,5.16,5.71,2.0,17.0,21.43,103.0
Berry,,,,,,,,0.0,2.0,-50.0,
Kangaroo Valley,,,,,,,,0.0,0.0,0.0,
Callala Bay,,,,,,,,0.0,1.0,0.0,
Currarong,,,,,,,,0.0,0.0,0.0,
Culburra Beach,,,,,,,,0.0,0.0,-100.0,
Sassafras,,,,,,,,0.0,0.0,0.0,
Budawang,,,,,,,,,,,
Huskisson,1200000.0,0.0,-15.05,,480.0,2.08,0.0,2.0,14.0,40.0,201.0
Vincentia,,,,,450.0,,,0.0,2.0,0.0,
North Nowra,,,,,430.0,,8.86,0.0,1.0,-66.67,
Bomaderry,494500.0,-5.06,-0.11,,410.0,4.31,3.79,0.0,4.0,33.33,94.0
Nowra,409500.0,1.78,-18.1,11.27,380.0,4.82,8.57,4.0,10.0,11.11,162.0
St Georges Basin,,,,,,,,1.0,3.0,200.0,
Erowal Bay,,,,,,,,0.0,0.0,0.0,
Sussex Inlet,444500.0,0.0,4.58,-1.23,,,,3.0,13.0,18.18,318.0
Berrara,,,,,,,,0.0,0.0,0.0,
Tomerong,,,,,,,,0.0,0.0,0.0,
Wandandian,,,,,,,,0.0,0.0,0.0,
Woollamia,,,,,,,,0.0,0.0,0.0,
Ulladulla,590000.0,-10.93,-17.49,-11.62,,,,0.0,8.0,-33.33,239.0
Bowral,995000.0,-0.81,12.42,4.51,500.0,2.61,19.04,1.0,17.0,41.67,211.0
Colo Vale,,,,,,,,0.0,0.0,0.0,
Mittagong,,,,,440.0,,4.76,0.0,4.0,33.33,
Moss Vale,,,,,440.0,,-2.23,0.0,0.0,0.0,
Berrima,,,,,,,,0.0,0.0,0.0,
Robertson,,,,,400.0,,5.26,0.0,1.0,0.0,
Fitzroy Falls,,,,,,,,0.0,0.0,0.0,
Baulkham Hills,670000.0,0.75,0.0,-4.29,610.0,4.73,5.17,0.0,23.0,-23.33,99.0
Bella Vista,,,,,585.0,,,0.0,4.0,-33.33,
Glenhaven,,,,,,,,0.0,0.0,0.0,
West Pennant Hills,1235000.0,4.04,,,580.0,2.44,5.45,1.0,10.0,400.0,87.0
Castle Hill,895000.0,-0.45,5.35,5.91,720.0,4.18,7.46,11.0,136.0,40.21,239.0
Cherrybrook,,,,,495.0,,-1.0,1.0,4.0,300.0,
Kellyville,635000.0,0.07,0.0,-0.4,640.0,5.24,8.47,3.0,16.0,6.67,125.0
Kenthurst,,,,,,,,0.0,0.0,0.0,
Wisemans Ferry,,,,,,,,0.0,1.0,100.0,
Galston,,,,,,,,0.0,0.0,0.0,
Laughtondale,,,,,,,,0.0,0.0,0.0,
Bilpin,,,,,,,,0.0,0.0,0.0,
St Albans,460000.0,2.22,-2.13,0.0,390.0,4.4,11.42,6.0,42.0,-23.64,135.0
Kurrajong Heights,,,,,,,,0.0,0.0,0.0,
Ebenezer,,,,,,,,0.0,0.0,0.0,
Pitt Town,,,,,,,,0.0,0.0,0.0,
McGraths Hill,,,,,,,,0.0,0.0,-100.0,
Box Hill,580000.0,0.0,5.74,8.81,530.0,4.75,10.41,8.0,331.0,3.12,199.0
Nelson,,,,,,,,0.0,0.0,0.0,
Rouse Hill,664000.0,-1.05,2.15,2.15,630.0,4.93,5.0,5.0,205.0,-2.38,252.0
Beaumont Hills,,,,,,,,0.0,0.0,0.0,
Kings Park,,,,,,,,0.0,0.0,0.0,
Marayong,,,,,490.0,,16.66,0.0,0.0,-100.0,
Doonside,,,,,490.0,,13.95,0.0,0.0,-100.0,
Woodcroft,,,,,,,,2.0,2.0,100.0,
Lalor Park,,,,,375.0,,-8.54,0.0,0.0,0.0,
Kings Langley,,,,,,,,0.0,0.0,0.0,
Blacktown,450000.0,-1.75,0.0,0.22,500.0,5.77,11.11,5.0,90.0,-16.67,98.0
Seven Hills,600000.0,1.69,3.44,3.89,550.0,4.76,12.24,1.0,12.0,-7.69,78.0
Prospect,475000.0,3.26,15.85,10.46,460.0,5.03,6.97,14.0,7.0,40.0,55.0
Toongabbie,500000.0,0.0,-3.85,-3.85,570.0,5.92,14.0,10.0,35.0,-31.37,137.0
Glenwood,,,,,,,,0.0,0.0,0.0,
Acacia Gardens,,,,,,,,0.0,0.0,0.0,
Quakers Hill,,,,,580.0,,16.0,1.0,3.0,-62.5,
Kellyville Ridge,560000.0,1.36,9.8,12.0,580.0,5.38,5.45,1.0,12.0,-20.0,177.0
The Ponds,,,,,,,,1.0,2.0,100.0,
Marsden Park,,,,,400.0,,5.26,0.0,13.0,333.33,109.0
Shanes Park,,,,,,,,0.0,0.0,0.0,
Riverstone,,,,,490.0,,22.5,0.0,2.0,0.0,
Colebee,,,,,,,,0.0,0.0,0.0,
Schofields,595000.0,0.85,2.58,6.25,600.0,5.24,9.09,8.0,333.0,160.16,135.0
Stanhope Gardens,,,,,,,,0.0,0.0,-100.0,
Parklea,,,,,,,,0.0,0.0,0.0,
Bidwill,,,,,,,,0.0,0.0,0.0,
Hebersham,,,,,420.0,,,0.0,0.0,0.0,
Emerton,,,,,,,,0.0,0.0,0.0,
Glendenning,,,,,,,,0.0,0.0,0.0,
Dean Park,,,,,,,,0.0,0.0,0.0,
Hassall Grove,,,,,,,,0.0,0.0,-100.0,
Plumpton,,,,,,,,0.0,0.0,0.0,
Lethbridge Park,,,,,425.0,,,0.0,0.0,0.0,
Tregear,,,,,,,,0.0,0.0,0.0,
Mount Druitt,400000.0,0.75,7.38,0.0,420.0,5.46,10.52,2.0,34.0,-12.82,65.0
Whalan,,,,,,,,0.0,0.0,0.0,
Rooty Hill,,,,,435.0,,3.57,1.0,3.0,50.0,
Minchinbury,,,,,,,,1.0,1.0,100.0,
Banksmeadow,,,,,750.0,,,0.0,6.0,20.0,
Botany,755000.0,3.31,0.66,-3.21,750.0,5.16,4.16,4.0,47.0,4.44,114.0
