Suburb,Median listing price,Median price change - last quarter (%),Median price change - 1 year (%),Median price change - 2 years (%),Median weekly rent,Median yield %,Median rent change - 1 year (%),Previous month sales,Stock on market previous month,Stock variance vs. last year (%),Average days on market
Colyton,899000.0,2.81,12.37,13.79,550.0,3.18,10.0,7.0,12.0,-53.85,39.0
Oxley Park,910000.0,0.0,1.11,16.66,550.0,3.14,3.77,14.0,23.0,-8.0,83.0
St Marys,985000.0,7.31,23.12,27.09,525.0,2.77,9.37,10.0,43.0,-2.27,55.0
North St Marys,900000.0,5.88,14.72,23.79,500.0,2.88,11.11,3.0,6.0,-14.29,29.0
Auburn,1400000.0,2.3,17.64,27.27,680.0,2.52,13.33,8.0,43.0,19.44,60.0
Berala,1415000.0,1.76,17.91,23.04,700.0,2.57,11.11,6.0,14.0,100.0,44.0
Lidcombe,1600000.0,-2.09,3.22,10.34,750.0,2.43,7.14,6.0,18.0,-50.0,96.0
Regents Park,790000.0,6.87,20.61,26.9,590.0,3.88,11.32,5.0,49.0,81.48,50.0
Newington,1900000.0,1.33,,15.15,950.0,2.6,0.0,1.0,10.0,0.0,53.0
Wentworth Point,,,,,,,,1.0,3.0,200.0,
Sydney Olympic Park,,,,,,,,0.0,0.0,0.0,
Ermington,1900000.0,0.0,5.55,15.15,800.0,2.18,6.66,9.0,40.0,-16.67,85.0
Rydalmere,1700000.0,0.0,0.0,13.33,710.0,2.17,0.0,3.0,12.0,-57.14,62.0
Oatlands,2300000.0,-6.5,-10.68,-4.17,850.0,1.92,0.0,3.0,17.0,-26.09,108.0
Dundas Valley,1700000.0,2.7,6.25,6.25,750.0,2.29,3.44,6.0,24.0,50.0,67.0
Carlingford,1850000.0,-1.58,2.77,3.2,800.0,2.24,6.66,11.0,71.0,26.79,52.0
Chester Hill,1200000.0,6.28,20.0,33.4,710.0,3.07,12.69,11.0,22.0,37.5,46.0
Sefton,,,,,650.0,,1.56,2.0,5.0,-28.57,36.0
Fairfield,1157500.0,4.54,33.89,28.61,600.0,2.69,21.21,9.0,35.0,66.67,65.0
Granville,1175000.0,-8.0,8.29,27.02,630.0,2.78,5.0,5.0,18.0,38.46,66.0
Clyde,690000.0,0.07,0.07,2.22,580.0,4.37,12.62,19.0,674.0,64.79,262.0
Guildford,1160000.0,-2.23,5.45,19.58,700.0,3.13,16.66,4.0,33.0,-31.25,65.0
South Granville,,,,,735.0,,20.49,5.0,13.0,30.0,
Guildford West,,,,,750.0,,15.38,1.0,7.0,-30.0,54.0
Merrylands West,,,,,800.0,,10.34,4.0,16.0,100.0,
Greystanes,1297500.0,6.55,12.82,17.95,730.0,2.92,12.3,16.0,47.0,-21.67,49.0
Merrylands,1290000.0,2.89,17.37,29.0,680.0,2.74,13.33,8.0,42.0,-10.64,57.0
Holroyd,,,,,,,,0.0,1.0,0.0,
Pemulwuy,1549000.0,4.38,10.64,13.56,895.0,3.0,7.83,3.0,31.0,63.16,
South Wentworthville,1350000.0,-6.9,10.2,25.58,650.0,2.5,-5.8,6.0,22.0,-12.0,61.0
North Parramatta,1625000.0,0.0,4.83,25.0,650.0,2.08,0.0,7.0,28.0,154.55,53.0
North Rocks,1800000.0,-1.63,2.85,12.5,790.0,2.28,-0.63,9.0,22.0,4.76,51.0
Northmead,1650000.0,4.06,8.23,26.92,650.0,2.04,-3.71,7.0,21.0,23.53,41.0
Constitution Hill,1275000.0,-7.7,10.86,24.39,675.0,2.75,12.5,2.0,7.0,40.0,43.0
Winston Hills,1590000.0,0.47,17.77,17.77,750.0,2.45,10.29,10.0,25.0,13.64,31.0
Pendle Hill,1200000.0,1.69,4.34,9.09,650.0,2.81,0.0,6.0,11.0,-71.05,61.0
Girraween,1349000.0,1.88,12.41,6.22,730.0,2.81,7.35,10.0,19.0,-29.63,37.0
Wentworthville,1350000.0,2.71,4.24,8.0,700.0,2.69,7.69,7.0,27.0,-35.71,82.0
Westmead,1600000.0,,8.47,0.62,655.0,2.12,12.93,2.0,9.0,-10.0,62.0
Parramatta,1340000.0,6.15,5.09,3.07,680.0,2.63,9.67,5.0,10.0,-9.09,102.0
Rosehill,,,,,650.0,,0.0,0.0,0.0,-100.0,
Harris Park,,,,,750.0,,44.23,1.0,5.0,400.0,
Pennant Hills,1997500.0,-2.92,-0.13,7.97,870.0,2.26,8.75,3.0,14.0,40.0,57.0
Cheltenham,1100000.0,0.0,0.0,-4.35,700.0,3.3,7.69,22.0,69.0,-16.87,49.0
North Epping,2200000.0,0.0,0.0,-4.35,885.0,2.09,0.56,6.0,14.0,-17.65,78.0
Gladesville,2650000.0,0.0,10.41,10.41,995.0,1.95,4.73,8.0,25.0,19.05,64.0
Huntleys Point,,,,,,,,0.0,0.0,0.0,
Hunters Hill,4000000.0,-2.44,11.11,14.28,1375.0,1.78,-5.18,9.0,32.0,77.78,64.0
Woolwich,,,,,,,,0.0,1.0,-80.0,
Macquarie Park,,,,,650.0,,0.0,1.0,6.0,-33.33,
Marsfield,2250000.0,-6.25,2.27,9.75,990.0,2.28,7.6,5.0,21.0,-25.0,43.0
North Ryde,2225000.0,4.54,5.95,11.25,950.0,2.22,11.76,8.0,34.0,21.43,53.0
East Ryde,2300000.0,0.0,2.22,6.97,1250.0,2.82,13.63,5.0,10.0,-33.33,49.0
West Ryde,2200000.0,0.0,2.32,15.78,800.0,1.89,6.66,9.0,30.0,-11.76,56.0
Meadowbank,,,,,,,,0.0,0.0,-100.0,
Putney,3100000.0,-8.09,-6.07,3.33,1225.0,2.05,22.5,5.0,21.0,75.0,76.0
Denistone,2150000.0,1.14,2.38,7.5,955.0,2.3,19.37,2.0,13.0,-7.14,63.0
Eastwood,2400000.0,2.15,6.66,4.34,950.0,2.05,11.76,11.0,47.0,-2.08,49.0
Ryde,2300000.0,2.22,8.23,15.0,950.0,2.14,14.45,10.0,51.0,-22.73,48.0
Ashcroft,880000.0,0.58,3.52,14.28,500.0,2.95,4.16,1.0,7.0,-12.5,51.0
Busby,850000.0,0.0,7.59,6.38,545.0,3.33,18.47,2.0,9.0,12.5,82.0
Miller,870000.0,4.93,10.12,8.81,550.0,3.28,12.24,0.0,3.0,-57.14,52.0
Austral,1040000.0,1.62,2.86,2.01,750.0,3.75,7.14,12.0,621.0,46.81,147.0
Greendale,899000.0,,,,,,,3.0,5.0,0.0,
Badgerys Creek,,,,,,,,0.0,0.0,0.0,
Cecil Hills,1350000.0,0.0,4.24,8.25,770.0,2.96,5.47,7.0,8.0,-42.86,47.0
Green Valley,1100000.0,-3.59,10.05,26.43,650.0,3.07,8.33,3.0,10.0,-41.18,41.0
Hinchinbrook,1000000.0,0.05,8.1,2.56,650.0,3.38,4.83,7.0,24.0,33.33,44.0
Hoxton Park,1028000.0,0.1,8.66,8.21,680.0,3.43,6.25,1.0,28.0,-33.33,147.0
Carnes Hill,1250000.0,11.11,9.21,4.82,750.0,3.12,5.63,3.0,5.0,25.0,55.0
Horningsea Park,1050000.0,2.81,11.11,5.05,710.0,3.51,9.23,2.0,9.0,50.0,41.0
West Hoxton,1175000.0,3.6,6.81,18.68,750.0,3.31,7.14,6.0,19.0,137.5,49.0
Middleton Grange,1049000.0,0.0,-0.1,4.9,750.0,3.71,7.14,6.0,22.0,22.22,92.0
Cobbitty,1095500.0,-0.1,1.43,1.06,720.0,3.41,10.76,6.0,145.0,34.26,109.0
Bringelly,3600000.0,-9.21,-26.54,-10.0,800.0,1.15,0.0,1.0,14.0,16.67,276.0
Gledswood Hills,1300000.0,2.07,5.82,1.56,800.0,3.2,10.34,12.0,87.0,-19.44,105.0
Gregory Hills,1000000.0,0.15,2.35,2.51,710.0,3.69,7.57,8.0,72.0,-26.53,118.0
Leppington,1168000.0,-0.52,-0.18,0.25,750.0,3.33,7.14,5.0,293.0,20.08,151.0
Catherine Field,1100000.0,-1.28,5.87,7.31,730.0,3.45,4.28,2.0,119.0,38.37,143.0
Oran Park,1080000.0,1.9,0.27,2.85,720.0,3.46,5.88,13.0,198.0,17.16,77.0
Bonnyrigg Heights,1050000.0,2.38,-9.88,1.44,680.0,3.36,22.52,2.0,9.0,12.5,52.0
Bonnyrigg,1178500.0,7.72,24.05,28.09,600.0,2.64,0.0,2.0,16.0,6.67,179.0
Bossley Park,1150000.0,0.0,15.57,15.23,700.0,3.16,16.66,6.0,21.0,23.53,54.0
Abbotsbury,1449500.0,0.0,,3.53,840.0,3.01,10.52,4.0,10.0,233.33,43.0
Cabramatta,1250000.0,4.34,13.63,13.63,580.0,2.41,20.83,2.0,26.0,-23.53,94.0
Lansvale,1100000.0,-0.45,12.24,23.94,700.0,3.3,26.12,1.0,9.0,28.57,58.0
Cabramatta West,1265000.0,0.77,3.26,17.12,640.0,2.63,16.36,2.0,12.0,-20.0,64.0
Mount Pritchard,989000.0,4.68,13.02,13.35,600.0,3.15,20.0,3.0,21.0,5.0,67.0
Canley Vale,1250000.0,4.16,16.27,38.88,620.0,2.57,24.0,1.0,9.0,-25.0,79.0
Canley Heights,1150000.0,7.91,27.77,17.34,650.0,2.93,8.33,6.0,15.0,15.38,79.0
Edensor Park,1180000.0,13.63,16.54,12.38,675.0,2.97,8.87,8.0,17.0,112.5,52.0
Greenfield Park,1150000.0,2.67,15.57,9.52,650.0,2.93,8.33,3.0,8.0,166.67,62.0
Prairiewood,,,,,700.0,,18.64,2.0,7.0,16.67,53.0
Horsley Park,4000000.0,-5.56,-3.04,14.44,880.0,1.14,46.66,0.0,12.0,9.09,133.0
Kemps Creek,,,,,700.0,,11.11,0.0,4.0,-20.0,
Smithfield,1000000.0,3.15,11.11,4.71,650.0,3.38,13.04,5.0,22.0,4.76,60.0
Wetherill Park,1110000.0,5.71,11.0,13.84,690.0,3.23,11.29,6.0,9.0,-10.0,42.0
St Johns Park,,,,,680.0,,4.61,1.0,5.0,-44.44,131.0
Wakeley,1100000.0,0.0,,15.78,700.0,3.3,16.66,2.0,4.0,100.0,62.0
Casula,1060000.0,0.0,-2.13,11.57,725.0,3.55,11.53,13.0,48.0,54.84,57.0
Chipping Norton,1300000.0,4.88,13.04,15.65,780.0,3.12,14.7,9.0,36.0,5.88,73.0
Moorebank,1250000.0,-1.58,5.48,4.38,800.0,3.32,11.88,9.0,40.0,-11.11,74.0
Holsworthy,,,,,680.0,,9.67,2.0,12.0,9.09,70.0
Wattle Grove,1250000.0,1.66,13.89,31.57,750.0,3.12,10.29,2.0,12.0,-50.0,43.0
Lurnea,1000000.0,0.1,11.11,16.41,630.0,3.27,14.54,8.0,27.0,-20.59,74.0
Cartwright,850000.0,-2.85,2.4,15.64,550.0,3.36,14.58,0.0,10.0,25.0,205.0
Warwick Farm,,,,,500.0,,14.94,2.0,5.0,66.67,
Edmondson Park,1250000.0,4.16,4.16,8.22,800.0,3.32,9.58,13.0,70.0,-22.22,152.0
Liverpool,930000.0,3.33,9.41,5.98,600.0,3.35,15.38,7.0,30.0,-30.23,95.0
Prestons,1052500.0,4.43,5.67,7.23,740.0,3.65,8.82,5.0,67.0,21.82,100.0
Gymea,1750000.0,-1.39,0.0,12.9,1000.0,2.97,13.63,6.0,15.0,-16.67,99.0
Grays Point,1700000.0,-2.79,-6.85,-4.23,950.0,2.9,5.55,5.0,10.0,-33.33,64.0
Miranda,1800000.0,2.77,6.03,12.5,950.0,2.74,5.55,8.0,38.0,5.56,49.0
Yowie Bay,2500000.0,0.0,-3.85,7.52,1190.0,2.47,1.27,4.0,13.0,8.33,101.0
Sylvania,1900000.0,0.0,16.92,11.76,1050.0,2.87,12.9,11.0,38.0,46.15,48.0
Taren Point,2625000.0,2.0,,10.52,1200.0,2.37,33.33,0.0,5.0,-37.5,69.0
Caringbah,1850000.0,2.75,8.82,8.82,850.0,2.38,-2.86,16.0,24.0,-17.24,47.0
Caringbah South,2300000.0,1.09,0.0,4.54,1250.0,2.82,4.16,23.0,64.0,28.0,64.0
Cronulla,3500000.0,6.06,0.0,16.66,1300.0,1.93,15.55,11.0,42.0,27.27,84.0
Kurnell,1975000.0,2.82,,31.71,900.0,2.36,-5.27,5.0,11.0,175.0,74.0
Bundeena,1700000.0,-11.12,13.33,9.67,780.0,2.38,-2.5,2.0,15.0,15.38,166.0
Port Hacking,3125000.0,,7.75,,1400.0,2.32,,3.0,7.0,16.67,92.0
Dolans Bay,,,,,,,,2.0,4.0,33.33,
Woolooware,2375000.0,-4.09,3.26,3.48,1250.0,2.73,19.04,7.0,23.0,76.92,66.0
Burraneer,3700000.0,2.79,26.49,13.84,1600.0,2.24,0.0,2.0,23.0,27.78,89.0
Heathcote,1355000.0,-0.37,15.31,7.11,795.0,3.05,11.18,7.0,10.0,-41.18,42.0
Waterfall,,,,,,,,1.0,2.0,100.0,
Illawong,1900000.0,-5.0,5.55,16.92,1150.0,3.14,15.0,8.0,22.0,83.33,51.0
Alfords Point,1700000.0,,,,,,,2.0,7.0,16.67,50.0
Menai,1475000.0,0.0,-1.67,11.74,880.0,3.1,3.52,2.0,11.0,-42.11,36.0
Lucas Heights,,,,,,,,,,,
Woronora,,,,,,,,1.0,6.0,20.0,56.0
Oyster Bay,1800000.0,-1.3,8.76,24.13,950.0,2.74,9.82,9.0,18.0,50.0,67.0
Como,1400000.0,8.33,45.07,40.42,750.0,2.78,7.91,14.0,89.0,9.88,78.0
Jannali,1500000.0,-3.16,-4.77,0.0,835.0,2.89,11.33,6.0,16.0,60.0,57.0
Royal National Park,,,,,,,,,,,
Sutherland,1525000.0,5.17,9.31,8.92,750.0,2.55,-3.85,5.0,16.0,0.0,28.0
Kirrawee,1600000.0,3.16,8.47,6.66,950.0,3.08,9.82,9.0,14.0,-22.22,40.0
Engadine,1350000.0,0.0,8.0,5.67,850.0,3.27,7.59,14.0,38.0,-17.39,42.0
Loftus,,,,,900.0,,15.38,4.0,8.0,33.33,26.0
Yarrawarrah,,,,,,,,4.0,4.0,300.0,19.0
Woronora Heights,1645000.0,2.96,,17.5,,,,2.0,6.0,20.0,52.0
Alfredton,625000.0,0.64,0.0,-3.85,445.0,3.7,-1.12,29.0,154.0,-6.67,113.0
Ballarat,628500.0,,9.78,31.76,,,,,,,
Buninyong,750000.0,2.01,5.63,-9.64,450.0,3.12,0.0,6.0,35.0,9.38,105.0
Delacombe,540000.0,-4.35,-6.5,-8.48,430.0,4.14,4.87,8.0,44.0,0.0,89.0
Smythes Creek,625000.0,1.29,-9.29,-9.03,450.0,3.74,0.0,7.0,36.0,0.0,117.0
Wendouree,438500.0,-1.03,-0.35,-5.7,380.0,4.5,5.55,13.0,53.0,-49.04,124.0
Miners Rest,580000.0,0.0,-1.7,-2.53,420.0,3.76,0.0,5.0,25.0,-10.71,108.0
Ballarat East,490000.0,2.63,0.0,-5.77,390.0,4.13,2.63,9.0,68.0,-21.84,113.0
Warrenheip,,,,,,,,0.0,6.0,0.0,
Ballarat North,545000.0,-0.19,-5.22,-15.84,395.0,3.76,3.94,8.0,48.0,14.29,116.0
Invermay,489000.0,-0.81,-2.01,-1.22,450.0,4.78,4.65,5.0,33.0,10.0,129.0
Canadian,515000.0,0.0,-1.91,-5.51,410.0,4.13,5.12,9.0,52.0,15.56,119.0
Mount Clear,499000.0,0.91,-0.11,-5.85,415.0,4.32,6.41,2.0,21.0,-41.67,93.0
Sebastopol,429000.0,0.0,-1.38,-5.72,380.0,4.6,2.7,20.0,103.0,-21.97,106.0
Redan,449500.0,-0.12,-0.12,-9.2,375.0,4.33,-1.32,5.0,25.0,-13.79,117.0
Creswick,542500.0,9.09,3.33,-3.13,420.0,4.02,5.0,3.0,50.0,31.58,157.0
Clunes,595000.0,1.28,2.58,21.8,395.0,3.45,-1.25,3.0,33.0,-13.16,163.0
Daylesford,925000.0,2.59,-4.4,-0.44,495.0,2.78,3.12,4.0,97.0,-3.96,184.0
Avoca,599000.0,5.9,24.79,33.4,570.0,4.94,11.76,5.0,19.0,0.0,49.0
Beaufort,445000.0,0.0,-1.66,-4.82,400.0,4.67,8.1,3.0,24.0,60.0,68.0
Bendigo,650000.0,0.07,0.77,-4.42,450.0,3.6,7.14,10.0,87.0,1.16,171.0
California Gully,450000.0,-4.26,0.0,0.0,430.0,4.96,6.17,2.0,21.0,-30.0,71.0
Eaglehawk,515000.0,2.0,3.1,4.04,450.0,4.54,4.65,7.0,37.0,-27.45,101.0
East Bendigo,547500.0,4.54,-2.67,-4.79,460.0,4.36,6.97,4.0,20.0,25.0,102.0
Kennington,562500.0,1.85,-1.75,-2.18,430.0,3.97,2.38,4.0,69.0,23.21,114.0
Flora Hill,500000.0,2.2,-4.77,-3.85,430.0,4.47,2.38,6.0,25.0,-39.02,102.0
Spring Gully,600000.0,-0.4,0.0,1.69,470.0,4.07,4.44,5.0,17.0,0.0,72.0
Kangaroo Flat,530000.0,3.84,6.0,0.95,460.0,4.51,4.54,18.0,71.0,1.43,68.0
Golden Square,500000.0,0.0,-2.44,-4.13,450.0,4.68,4.65,12.0,59.0,-20.27,75.0
Maiden Gully,800000.0,-4.77,-6.66,0.56,580.0,3.77,3.57,3.0,47.0,23.68,120.0
Strathfieldsaye,725500.0,1.98,0.9,2.76,580.0,4.15,9.43,6.0,95.0,-1.04,108.0
White Hills,565000.0,1.76,13.0,13.0,460.0,4.23,4.54,4.0,22.0,-35.29,93.0
Ascot,999500.0,1.13,33.26,13.7,730.0,3.79,8.95,5.0,20.0,-25.93,73.0
Castlemaine,749000.0,-1.18,-4.77,-8.66,475.0,3.29,3.26,8.0,87.0,7.41,132.0
Kyneton,999000.0,4.62,12.24,8.11,570.0,2.96,7.54,7.0,106.0,0.0,132.0
Woodend,1100000.0,-2.23,7.84,22.35,625.0,2.95,4.16,6.0,90.0,66.67,122.0
Bannockburn,769000.0,0.0,2.53,4.76,550.0,3.71,7.84,6.0,84.0,71.43,105.0
Winchelsea,679500.0,-2.46,-2.24,1.41,450.0,3.44,4.65,0.0,65.0,103.13,91.0
Geelong,920000.0,2.41,15.72,8.36,515.0,2.91,-0.97,2.0,40.0,-23.08,240.0
Geelong West,870000.0,2.35,8.75,3.01,510.0,3.04,4.08,3.0,47.0,-34.72,79.0
Hamlyn Heights,700000.0,0.57,-2.1,1.59,475.0,3.52,3.26,10.0,52.0,6.12,87.0
Highton,880000.0,2.33,0.0,0.0,530.0,3.13,6.0,18.0,106.0,-5.36,73.0
Lara,680000.0,-0.8,-1.95,-1.31,550.0,4.2,5.76,16.0,319.0,-10.14,270.0
Leopold,680000.0,0.36,0.14,-0.15,500.0,3.82,4.16,16.0,188.0,11.9,95.0
Newcomb,549000.0,0.0,0.0,-3.52,440.0,4.16,2.32,5.0,22.0,4.76,59.0
Moolap,1250000.0,,,25.0,,,,2.0,10.0,400.0,
North Geelong,600000.0,0.83,-2.36,-7.7,450.0,3.9,4.65,7.0,23.0,-17.86,78.0
Bell Park,600000.0,0.0,-2.76,0.16,470.0,4.07,4.44,6.0,36.0,-2.7,65.0
Charlemont,629000.0,-0.8,-1.72,-5.42,500.0,4.13,4.16,5.0,249.0,69.39,128.0
Corio,480000.0,0.0,0.0,-3.81,400.0,4.33,2.56,17.0,75.0,-21.05,76.0
Lovely Banks,816500.0,1.67,6.17,2.19,560.0,3.56,-1.76,1.0,14.0,-22.22,138.0
Grovedale,649000.0,0.62,1.4,-2.99,500.0,4.0,4.16,16.0,64.0,-5.88,55.0
Mount Duneed,730000.0,-0.14,3.25,4.36,540.0,3.84,2.85,15.0,255.0,23.79,118.0
Norlane,449000.0,-0.23,0.0,-4.27,380.0,4.4,7.04,13.0,88.0,33.33,102.0
Clifton Springs,675000.0,0.0,-3.44,-0.74,480.0,3.69,6.66,8.0,73.0,-12.05,149.0
Lorne,2100000.0,-3.34,-12.32,-4.55,,,,1.0,30.0,-18.92,214.0
Anglesea,1585000.0,0.0,-6.77,-4.23,600.0,1.96,-4.0,7.0,73.0,82.5,140.0
Portarlington,1095000.0,4.25,11.73,11.73,475.0,2.25,5.55,10.0,145.0,51.04,112.0
Point Lonsdale,1250000.0,-1.54,-7.41,-16.53,600.0,2.49,9.09,2.0,114.0,21.28,152.0
Queenscliff,,,,,1300.0,,,1.0,2.0,-33.33,
Torquay,1275000.0,2.0,-0.78,-1.81,670.0,2.73,3.07,29.0,257.0,25.37,101.0
Barwon Heads,1790000.0,0.0,-3.25,-4.92,650.0,1.88,-4.42,5.0,54.0,-5.26,200.0
Armstrong Creek,675500.0,0.0,-0.37,-1.39,520.0,4.0,4.0,39.0,523.0,19.68,163.0
Ocean Grove,1014500.0,-4.68,-3.39,-10.62,565.0,2.89,0.89,28.0,308.0,7.32,146.0
Alexandra,600000.0,5.17,9.09,2.56,400.0,3.46,3.89,0.0,30.0,20.0,194.0
Euroa,547500.0,-1.26,-7.21,2.91,470.0,4.46,10.58,6.0,28.0,-6.67,117.0
Kilmore,669000.0,0.37,3.0,7.12,460.0,3.57,4.54,16.0,249.0,32.45,153.0
Broadford,621000.0,-0.56,0.0,0.97,450.0,3.76,12.5,7.0,77.0,-2.53,210.0
Nagambie,645000.0,0.46,-0.7,-0.62,480.0,3.86,1.05,6.0,70.0,32.08,138.0
Seymour,495000.0,-2.39,-11.45,-10.0,425.0,4.46,6.25,2.0,99.0,39.44,145.0
Yea,790000.0,-0.2,9.72,15.32,455.0,2.99,13.75,0.0,74.0,45.1,187.0
Benalla,495000.0,1.02,6.45,5.54,450.0,4.72,7.14,12.0,152.0,27.73,108.0
Rutherglen,585000.0,-0.77,13.59,8.33,450.0,4.0,0.0,3.0,23.0,9.52,152.0
Wangaratta,570000.0,0.0,1.78,4.2,460.0,4.19,6.97,26.0,174.0,-4.92,87.0
Beechworth,890000.0,0.55,-3.27,11.66,460.0,2.68,5.74,5.0,61.0,56.41,147.0
Bright,1150000.0,0.42,-6.13,-14.82,600.0,2.71,,3.0,69.0,35.29,188.0
Mount Beauty,600000.0,-0.8,-2.44,3.0,450.0,3.9,0.0,0.0,13.0,-27.78,181.0
Chiltern,489000.0,0.6,-4.5,8.66,,,,3.0,10.0,-16.67,118.0
Indigo Valley,,,,,,,,0.0,0.0,0.0,
Myrtleford,685000.0,3.7,7.03,0.73,410.0,3.11,-8.89,3.0,47.0,4.44,127.0
Towong,,,,,,,,0.0,0.0,0.0,
West Wodonga,610000.0,5.68,-0.41,7.2,500.0,4.26,7.52,4.0,65.0,-17.72,85.0
Yackandandah,844000.0,0.55,-3.99,12.53,440.0,2.71,-8.34,2.0,17.0,325.0,89.0
Baranduda,659500.0,0.0,0.07,6.45,595.0,4.69,8.18,5.0,34.0,-12.82,103.0
Leneva,679500.0,1.48,-0.15,-0.08,620.0,4.74,6.89,1.0,40.0,0.0,101.0
Wodonga,589000.0,0.0,3.51,12.19,480.0,4.23,6.66,23.0,158.0,11.27,76.0
Drouin,650000.0,0.0,0.0,-2.99,485.0,3.88,5.43,27.0,338.0,29.5,113.0
Warragul,650000.0,-0.98,-4.42,-1.52,520.0,4.16,8.33,27.0,394.0,9.75,164.0
Bairnsdale,545000.0,0.96,4.9,10.1,450.0,4.29,4.65,12.0,140.0,59.09,115.0
Bruthen,495000.0,-1.0,-0.81,2.06,,,,2.0,8.0,-27.27,150.0
Omeo,,,,,,,,0.0,7.0,75.0,
Lake King,,,,,,,,,,,
Lakes Entrance,642500.0,0.0,-5.1,1.98,420.0,3.39,5.0,5.0,113.0,16.49,195.0
Orbost,359500.0,-5.93,-5.4,-0.14,380.0,5.49,,0.0,44.0,10.0,185.0
Paynesville,589000.0,5.8,1.55,-1.59,480.0,4.23,6.66,8.0,103.0,35.53,132.0
Foster,595000.0,0.0,0.0,-1.58,360.0,3.14,-1.37,3.0,41.0,10.81,183.0
French Island,,,,,,,,1.0,2.0,100.0,
Korumburra,630000.0,0.0,0.0,6.96,440.0,3.63,0.0,7.0,68.0,7.94,115.0
Leongatha,617500.0,-0.73,0.4,-0.81,435.0,3.66,10.12,8.0,82.0,-2.38,157.0
Wilsons Promontory,,,,,,,,,,,
Wonthaggi,576500.0,-1.46,-5.5,-8.5,450.0,4.05,7.14,6.0,162.0,78.02,114.0
Inverloch,925000.0,0.0,-6.57,-11.49,485.0,2.72,3.19,16.0,165.0,7.14,185.0
Churchill,399000.0,0.0,5.0,10.98,380.0,4.95,5.55,4.0,70.0,-5.41,140.0
Moe,422500.0,6.07,7.64,6.96,370.0,4.55,8.82,14.0,144.0,33.33,103.0
Newborough,480000.0,-2.67,-0.73,3.78,435.0,4.71,8.75,8.0,79.0,-21.78,96.0
Morwell,379000.0,1.62,1.06,-0.27,380.0,5.21,5.55,23.0,354.0,29.67,142.0
Yallourn North,349000.0,0.57,1.15,5.75,,,,5.0,16.0,60.0,102.0
Glengarry,678500.0,-0.21,3.82,1.72,,,,2.0,22.0,22.22,156.0
Traralgon,575000.0,1.78,6.58,8.69,460.0,4.16,6.97,48.0,339.0,10.42,115.0
Longford,549000.0,0.0,10.02,1.01,480.0,4.54,1.05,5.0,33.0,3.13,65.0
Loch Sport,422500.0,1.39,-0.59,-3.98,,,,2.0,83.0,6.41,207.0
Maffra,490000.0,6.17,6.52,15.42,400.0,4.24,1.26,4.0,35.0,-28.57,118.0
Rosedale,531000.0,-0.37,-2.3,3.1,435.0,4.25,14.47,3.0,29.0,0.0,179.0
Sale,520000.0,2.16,0.19,0.0,430.0,4.3,2.38,5.0,209.0,14.21,94.0
Yarram,465000.0,8.24,-0.54,3.33,385.0,4.3,13.23,0.0,26.0,-46.94,162.0
Brunswick East,1300000.0,4.16,4.0,0.0,750.0,3.0,8.69,10.0,34.0,25.93,52.0
Brunswick West,1200000.0,0.0,0.0,0.0,700.0,3.03,7.69,14.0,49.0,19.51,58.0
Pascoe Vale South,1100000.0,0.0,4.76,0.0,655.0,3.09,9.16,16.0,41.0,-4.65,60.0
Brunswick,1200000.0,2.12,0.0,-4.0,700.0,3.03,0.0,20.0,73.0,12.31,42.0
Coburg,1050000.0,0.0,0.0,-4.55,650.0,3.21,4.83,14.0,64.0,0.0,46.0
Alphington,1750000.0,-4.74,-7.9,-10.26,840.0,2.49,7.69,5.0,37.0,-2.63,59.0
Thornbury,1355000.0,0.0,4.23,4.23,730.0,2.8,4.28,11.0,36.0,-34.55,62.0
Northcote,1549000.0,0.0,-0.07,-1.66,775.0,2.6,4.72,26.0,77.0,-8.33,51.0
Ascot Vale,1325000.0,3.84,1.92,2.91,695.0,2.72,5.3,17.0,48.0,-21.31,59.0
Flemington,1000000.0,2.08,2.04,0.0,650.0,3.38,7.43,10.0,21.0,5.0,32.0
Moonee Ponds,1500000.0,0.0,0.0,3.44,655.0,2.27,0.76,15.0,56.0,-13.85,76.0
Aberfeldie,1850000.0,-1.3,2.77,5.71,650.0,1.82,-5.11,2.0,23.0,-11.54,95.0
Essendon,1650000.0,-2.89,-2.95,-2.95,650.0,2.04,4.83,17.0,91.0,-3.19,96.0
Docklands,,,,,695.0,,6.92,0.0,15.0,36.36,
East Melbourne,2975000.0,0.0,-24.69,48.75,1100.0,1.92,10.0,1.0,11.0,-45.0,124.0
Parkville,1700000.0,-6.76,-8.11,-10.53,1100.0,3.36,25.0,2.0,19.0,26.67,49.0
South Yarra,1900000.0,14.7,-1.3,-5.0,895.0,2.44,7.83,10.0,73.0,7.35,81.0
West Melbourne,1050000.0,-3.93,-12.5,-22.23,700.0,3.46,7.69,2.0,20.0,5.26,96.0
North Melbourne,1300000.0,0.0,-2.26,-1.89,700.0,2.8,6.06,3.0,27.0,-6.9,73.0
South Wharf,,,,,,,,0.0,0.0,0.0,
Southbank,,,,,595.0,,-0.84,1.0,4.0,-66.67,
Albert Park,1850000.0,2.56,-2.64,-15.91,850.0,2.38,0.0,5.0,19.0,-13.64,44.0
Elwood,2200000.0,2.27,2.32,-4.35,985.0,2.32,4.23,11.0,47.0,-4.08,77.0
