Suburb,Median listing price,Median price change - last quarter (%),Median price change - 1 year (%),Median price change - 2 years (%),Median weekly rent,Median yield %,Median rent change - 1 year (%),Previous month sales,Stock on market previous month,Stock variance vs. last year (%),Average days on market
Yeronga,1495000.0,-4.69,6.82,15.08,675.0,2.34,-3.58,4.0,38.0,46.15,78.0
Eight Mile Plains,1312500.0,2.59,22.89,31.25,710.0,2.81,5.18,6.0,36.0,5.88,90.0
Mount Gravatt,,,,,630.0,,10.52,2.0,10.0,100.0,205.0
Rochedale,1409000.0,6.76,9.22,8.3,950.0,3.5,5.55,5.0,122.0,1.67,136.0
Burbank,,,,,,,,0.0,4.0,100.0,
Upper Mount Gravatt,1374500.0,2.16,50.21,39.82,630.0,2.38,5.0,6.0,24.0,9.09,58.0
Wishart,1235000.0,20.12,12.27,23.62,740.0,3.11,6.47,2.0,24.0,-7.69,58.0
Coopers Plains,950000.0,7.79,6.86,13.84,600.0,3.28,9.09,1.0,19.0,26.67,98.0
Moorooka,1100000.0,8.99,22.22,22.22,625.0,2.95,4.16,3.0,27.0,35.0,35.0
Salisbury,594500.0,5.29,19.13,43.59,510.0,4.46,12.08,9.0,24.0,9.09,39.0
Nathan,,,,,,,,0.0,1.0,0.0,
Tarragindi,1400000.0,4.57,16.66,23.89,720.0,2.67,10.76,6.0,44.0,22.22,69.0
Algester,956500.0,2.7,12.52,19.56,630.0,3.42,5.0,3.0,42.0,0.0,71.0
Calamvale,1168000.0,2.96,16.8,23.07,700.0,3.11,7.69,6.0,98.0,42.03,89.0
Stretton,1525000.0,19.64,14.01,22.0,875.0,2.98,9.37,2.0,17.0,13.33,174.0
Pallara,890500.0,1.85,8.99,13.8,675.0,3.94,7.14,5.0,72.0,-35.14,133.0
Willawong,,,,,,,,0.0,5.0,-28.57,
Parkinson,1150000.0,3.6,15.0,21.05,720.0,3.25,5.88,3.0,66.0,57.14,63.0
Drewvale,1075000.0,5.0,13.27,21.19,670.0,3.24,3.07,2.0,13.0,44.44,68.0
Rocklea,722500.0,6.14,31.48,30.41,550.0,3.95,6.79,2.0,16.0,128.57,97.0
Acacia Ridge,775000.0,0.13,19.23,19.32,530.0,3.55,7.07,4.0,15.0,-25.0,43.0
Kuraby,1290000.0,8.79,32.3,33.19,700.0,2.82,7.69,4.0,22.0,-15.38,87.0
Runcorn,869500.0,8.68,15.93,15.93,600.0,3.58,3.44,11.0,46.0,0.0,91.0
Sunnybank,1342500.0,1.09,15.68,27.97,650.0,2.51,8.33,4.0,44.0,-12.0,141.0
Sunnybank Hills,1190000.0,10.0,32.22,40.0,680.0,2.97,6.25,5.0,53.0,17.78,78.0
Jindalee,1000000.0,1.42,17.64,23.15,695.0,3.61,14.87,3.0,33.0,22.22,43.0
Mount Ommaney,1600000.0,18.51,23.07,8.51,890.0,2.89,12.65,0.0,7.0,-46.15,111.0
Middle Park,2400000.0,-2.94,-7.52,3.22,950.0,2.05,-5.0,4.0,14.0,16.67,52.0
Jamboree Heights,900000.0,4.59,12.5,20.8,570.0,3.29,1.78,2.0,10.0,0.0,46.0
Riverhills,850000.0,0.95,12.21,13.48,620.0,3.79,9.73,2.0,12.0,-7.69,57.0
Seventeen Mile Rocks,,,,,700.0,,1.44,0.0,6.0,0.0,37.0
Sinnamon Park,1349500.0,8.7,43.94,39.19,740.0,2.85,5.71,0.0,12.0,-7.69,82.0
Westlake,1290000.0,4.28,17.27,22.85,850.0,3.42,19.71,0.0,26.0,30.0,93.0
Bellbowrie,1160500.0,16.05,29.08,32.62,695.0,3.11,6.92,2.0,21.0,-22.22,42.0
Moggill,1150000.0,0.75,23.65,27.07,700.0,3.16,7.69,4.0,28.0,21.74,65.0
Kenmore Hills,,,,,850.0,,2.4,1.0,7.0,-36.36,
Chapel Hill,1597500.0,3.33,27.8,35.09,800.0,2.6,0.62,4.0,34.0,61.9,34.0
Fig Tree Pocket,2250000.0,-3.06,36.36,40.62,850.0,1.96,4.93,3.0,31.0,6.9,61.0
Kenmore,1190000.0,6.17,13.33,19.0,750.0,3.27,5.63,8.0,47.0,4.44,68.0
Pinjarra Hills,,,,,,,,0.0,0.0,-100.0,
Pullenvale,2700000.0,17.64,,66.15,1000.0,1.92,1.52,0.0,8.0,-11.11,86.0
Chelmer,1775000.0,-10.0,-4.06,26.78,740.0,2.16,-17.78,4.0,18.0,20.0,66.0
Graceville,1400000.0,0.36,7.69,12.0,750.0,2.78,7.14,5.0,26.0,44.44,51.0
Corinda,1500000.0,20.0,25.0,12.23,685.0,2.37,14.16,4.0,24.0,84.62,44.0
Indooroopilly,1611500.0,0.24,8.99,15.1,800.0,2.58,6.66,7.0,39.0,0.0,70.0
Sherwood,1800000.0,6.28,28.57,17.26,700.0,2.02,7.69,3.0,23.0,15.0,48.0
St Lucia,2325000.0,4.44,16.25,16.25,900.0,2.01,11.11,4.0,30.0,100.0,65.0
Taringa,1850000.0,11.11,42.3,72.09,700.0,1.96,0.0,2.0,25.0,0.0,99.0
Enoggera,1262500.0,1.4,14.35,14.77,650.0,2.67,1.56,5.0,25.0,66.67,50.0
Enoggera Reservoir,,,,,,,,,,,
Keperra,950000.0,1.44,18.89,16.27,650.0,3.55,12.06,8.0,23.0,0.0,30.0
Mitchelton,1200000.0,12.5,26.31,26.31,650.0,2.81,3.17,7.0,42.0,10.53,44.0
Mount Coot-Tha,,,,,,,,,,,
The Gap,407000.0,-3.41,-8.44,-12.48,,,,0.0,9.0,-30.77,234.0
Upper Kedron,1189000.0,6.63,18.9,25.28,795.0,3.47,13.57,2.0,69.0,76.92,84.0
Ferny Grove,1099000.0,9.33,29.29,22.24,700.0,3.31,7.69,2.0,16.0,220.0,40.0
Brisbane City,,,,,,,,2.0,14.0,27.27,
Fortitude Valley,700000.0,,,48.93,650.0,4.82,13.04,1.0,7.0,75.0,
Highgate Hill,2275000.0,16.45,19.86,26.38,750.0,1.71,2.73,0.0,11.0,-31.25,85.0
Kangaroo Point,1650000.0,-1.52,10.0,33.06,700.0,2.2,6.06,2.0,6.0,-33.33,149.0
New Farm,3400000.0,-1.48,6.25,36.0,1000.0,1.52,1.01,5.0,22.0,0.0,113.0
South Brisbane,1031500.0,-2.05,,50.03,680.0,3.42,-2.86,0.0,4.0,-20.0,203.0
Spring Hill,1625000.0,1.56,-16.67,4.83,715.0,2.28,2.14,3.0,14.0,16.67,101.0
West End,179000.0,-3.25,11.87,19.33,,,,1.0,12.0,9.09,110.0
Balmoral,1925000.0,2.63,2.66,28.33,880.0,2.37,7.31,6.0,21.0,5.0,112.0
Bulimba,2100000.0,2.7,23.52,20.0,1000.0,2.47,11.11,11.0,32.0,33.33,66.0
East Brisbane,1500000.0,20.0,67.03,36.36,750.0,2.6,3.44,2.0,14.0,40.0,99.0
Hawthorne,2000000.0,-3.62,3.89,12.67,935.0,2.43,1.08,4.0,16.0,-11.11,101.0
Morningside,1600000.0,15.38,45.45,45.45,750.0,2.43,17.18,9.0,37.0,19.35,74.0
Norman Park,1700000.0,0.0,13.33,13.33,775.0,2.37,10.71,8.0,25.0,19.05,98.0
Alderley,1500000.0,6.66,30.43,25.52,700.0,2.42,2.94,5.0,19.0,-5.0,40.0
Clayfield,1900000.0,2.06,19.87,38.68,750.0,2.05,7.14,9.0,43.0,34.38,96.0
Grange,1300000.0,7.73,33.33,36.84,720.0,2.88,10.76,7.0,23.0,91.67,54.0
Hendra,2000000.0,2.63,11.11,21.21,900.0,2.34,0.0,6.0,34.0,-8.11,91.0
Kelvin Grove,1450000.0,0.0,9.43,31.81,675.0,2.42,3.84,5.0,13.0,18.18,50.0
Herston,,,,,650.0,,0.0,0.0,8.0,100.0,49.0
Newmarket,1587500.0,6.84,35.91,47.67,695.0,2.27,0.0,5.0,22.0,37.5,54.0
Newstead,682000.0,-6.55,-2.58,-1.88,500.0,3.81,0.0,4.0,33.0,-10.81,128.0
Bowen Hills,,,,,625.0,,6.83,2.0,1.0,-50.0,
Wilston,2000000.0,0.0,14.28,11.11,750.0,1.95,4.16,2.0,9.0,-10.0,41.0
Wooloowin,1500000.0,-3.04,-6.25,17.64,750.0,2.6,3.44,2.0,10.0,-50.0,166.0
Lutwyche,,,,,620.0,,4.2,0.0,6.0,-14.29,240.0
Ashgrove,1700000.0,0.32,6.58,19.29,750.0,2.29,7.14,3.0,42.0,-2.33,53.0
Auchenflower,2175000.0,22.22,24.28,35.93,795.0,1.9,6.0,4.0,25.0,66.67,82.0
Bardon,2000000.0,11.11,11.11,21.21,820.0,2.13,3.14,13.0,50.0,13.64,65.0
Milton,1500000.0,,,,770.0,2.66,10.79,1.0,4.0,-60.0,69.0
Toowong,2265000.0,14.28,48.52,51.0,725.0,1.66,3.57,3.0,44.0,100.0,60.0
Brinsmead,750000.0,6.02,17.18,24.06,630.0,4.36,0.8,4.0,15.0,-46.43,51.0
Clifton Beach,900000.0,-7.46,-14.29,5.88,720.0,4.16,10.76,1.0,33.0,32.0,98.0
Kewarra Beach,750000.0,3.71,7.29,20.48,650.0,4.5,8.33,4.0,54.0,17.39,53.0
Stratford,549000.0,-0.88,-1.71,5.57,500.0,4.73,4.16,2.0,36.0,-7.69,116.0
Redlynch,725000.0,4.43,7.4,11.71,720.0,5.16,10.76,3.0,49.0,-2.0,52.0
Trinity Beach,754500.0,0.0,7.78,18.81,685.0,4.72,5.38,2.0,45.0,36.36,73.0
Yorkeys Knob,629000.0,-0.16,-6.05,25.8,550.0,4.54,2.8,2.0,13.0,85.71,58.0
Machans Beach,700000.0,0.0,-2.44,-6.55,650.0,4.82,18.18,1.0,12.0,140.0,
Bentley Park,600000.0,3.09,15.38,30.71,625.0,5.41,13.63,7.0,27.0,-41.3,33.0
Cairns City,,,,,,,,1.0,1.0,100.0,
Earlville,595000.0,3.51,8.18,24.21,620.0,5.41,8.77,3.0,20.0,42.86,52.0
Bayview Heights,649000.0,4.25,4.67,15.37,600.0,4.8,3.44,1.0,17.0,13.33,40.0
Edmonton,569000.0,2.0,14.02,21.32,580.0,5.3,9.43,5.0,38.0,-19.15,53.0
Gordonvale,595000.0,3.6,10.18,29.62,620.0,5.41,12.72,1.0,33.0,-21.43,62.0
Kanimbla,852000.0,7.03,21.88,21.88,650.0,3.96,0.0,1.0,11.0,-21.43,36.0
Mooroobool,589000.0,7.6,13.26,17.91,550.0,4.85,4.76,3.0,27.0,-20.59,87.0
Lamb Range,,,,,,,,,,,
Manoora,477000.0,-2.87,22.62,19.54,510.0,5.55,9.67,1.0,14.0,180.0,56.0
Manunda,550000.0,7.4,15.78,17.77,540.0,5.1,8.0,2.0,12.0,71.43,39.0
Mount Sheridan,619000.0,7.23,23.8,28.95,580.0,4.87,5.45,6.0,34.0,6.25,34.0
Westcourt,571500.0,7.0,27.0,33.06,550.0,5.0,10.0,1.0,5.0,25.0,39.0
Bungalow,600000.0,4.16,0.08,32.01,560.0,4.85,12.0,1.0,5.0,66.67,132.0
White Rock,,,,,,,,0.0,3.0,0.0,
Whitfield,750000.0,2.32,9.48,15.47,675.0,4.68,10.65,1.0,16.0,45.45,56.0
Edge Hill,825000.0,6.25,10.14,10.14,650.0,4.09,0.0,3.0,25.0,25.0,125.0
Woree,560000.0,7.65,13.13,24.58,510.0,4.73,2.0,1.0,22.0,29.41,74.0
Babinda,375000.0,-1.89,11.27,32.74,,,,0.0,4.0,-42.86,
Innisfail,350000.0,1.42,18.64,16.66,400.0,5.94,21.21,0.0,7.0,-30.0,797.0
Tully,350000.0,4.63,6.06,22.8,,,,1.0,34.0,54.55,332.0
Wooroonooran,,,,,,,,,,,
Yarrabah,,,,,,,,0.0,0.0,0.0,
Daintree,599000.0,3.83,23.5,5.27,,,,1.0,16.0,23.08,213.0
Port Douglas,1350000.0,-1.1,-9.7,14.89,650.0,2.5,-5.8,3.0,50.0,56.25,139.0
Atherton,495000.0,0.0,8.79,18.13,470.0,4.93,9.3,8.0,52.0,-3.7,135.0
Herberton,,,,,,,,2.0,4.0,0.0,
Kuranda,739000.0,0.0,5.64,2.63,500.0,3.51,-9.1,4.0,42.0,133.33,96.0
Malanda,450000.0,7.22,-1.97,-8.17,500.0,5.77,17.64,2.0,17.0,142.86,56.0
Yungaburra,650000.0,1.56,3.17,6.12,510.0,4.08,2.0,4.0,21.0,110.0,102.0
Mareeba,499000.0,2.8,5.6,18.8,450.0,4.68,13.92,12.0,77.0,-10.47,129.0
Chinchilla,385000.0,2.98,16.66,35.08,380.0,5.13,0.0,6.0,38.0,-47.95,71.0
Goondiwindi,500000.0,-0.11,6.95,18.34,380.0,3.95,5.55,1.0,11.0,-65.63,112.0
Inglewood,1070000.0,2.55,15.55,20.35,750.0,3.64,7.14,1.0,11.0,-59.26,52.0
Miles,375000.0,0.0,20.96,50.6,,,,0.0,18.0,-37.93,187.0
Wandoan,220000.0,0.0,10.0,35.38,300.0,7.09,7.14,0.0,9.0,-64.0,587.0
Roma,355000.0,-1.97,5.97,10.93,410.0,6.0,10.81,5.0,91.0,-31.58,314.0
Tara,265000.0,6.0,33.16,45.2,,,,1.0,12.0,-42.86,241.0
Jondaryan,,,,,,,,0.0,0.0,-100.0,
Millmerran,,,,,,,,1.0,7.0,-12.5,
Pittsworth,649000.0,0.86,50.93,73.06,340.0,2.72,0.0,3.0,35.0,150.0,73.0
Clifton,399000.0,2.88,14.0,31.9,,,,1.0,8.0,-27.27,141.0
Greenmount,749000.0,11.5,25.04,33.98,,,,1.0,15.0,36.36,42.0
Stanthorpe,575000.0,3.69,19.17,29.21,425.0,3.84,6.25,6.0,55.0,17.02,84.0
Warwick,535000.0,5.26,18.88,33.75,430.0,4.17,7.5,11.0,128.0,10.34,86.0
Berserker,399000.0,8.57,33.44,43.01,450.0,5.86,12.5,6.0,33.0,10.0,75.0
Bouldercombe,,,,,,,,1.0,3.0,-25.0,
Emu Park,725000.0,0.0,-3.27,6.69,525.0,3.76,5.0,1.0,23.0,15.0,118.0
Frenchville,549000.0,4.57,13.19,37.59,510.0,4.83,2.0,9.0,38.0,-19.15,53.0
Glenlee,839000.0,,,20.02,,,,0.0,5.0,66.67,
Rockyview,825000.0,1.62,3.25,16.19,,,,4.0,14.0,40.0,72.0
Gracemere,500000.0,7.89,25.0,35.13,490.0,5.09,5.37,14.0,46.0,-2.13,49.0
Lakes Creek,,,,,,,,3.0,4.0,100.0,
Mount Morgan,262000.0,3.51,9.16,49.71,400.0,7.93,12.67,3.0,17.0,-43.33,113.0
Norman Gardens,599000.0,7.09,14.09,14.09,525.0,4.55,0.96,9.0,30.0,-11.76,58.0
Park Avenue,439500.0,3.88,36.49,52.6,460.0,5.44,6.97,7.0,15.0,-6.25,40.0
Parkhurst,735000.0,0.64,13.25,40.8,520.0,3.67,6.12,10.0,23.0,21.05,64.0
Kawana,485000.0,6.74,16.86,38.96,485.0,5.2,12.79,7.0,22.0,83.33,71.0
Rockhampton,,,,,,,,,,,
Rockhampton City,325000.0,8.69,15.86,20.37,425.0,6.8,11.84,3.0,13.0,-43.48,158.0
The Range,612500.0,11.96,25.12,39.2,530.0,4.49,12.76,4.0,34.0,-2.86,65.0
Allenstown,425000.0,17.71,25.36,42.14,420.0,5.13,5.0,7.0,19.0,111.11,45.0
Yeppoon,691000.0,5.85,8.3,13.37,590.0,4.43,7.27,5.0,52.0,52.94,130.0
Banana,,,,,,,,0.0,1.0,0.0,
Biloela,340000.0,6.25,9.67,19.92,355.0,5.42,-2.74,10.0,20.0,-42.86,105.0
Agnes Water,895000.0,5.29,14.89,24.3,625.0,3.63,-1.58,1.0,73.0,21.67,310.0
Miriam Vale,,,,,,,,0.0,1.0,0.0,
Boyne Island,540000.0,1.83,17.64,22.72,540.0,5.2,20.0,6.0,42.0,-23.64,69.0
Tannum Sands,639500.0,5.82,20.66,28.15,550.0,4.47,14.58,9.0,38.0,0.0,72.0
Callemondah,,,,,,,,0.0,0.0,0.0,
Clinton,499000.0,8.66,20.96,29.61,500.0,5.21,13.63,4.0,43.0,-24.56,40.0
New Auckland,495000.0,6.45,18.7,19.27,500.0,5.25,8.69,2.0,27.0,-28.95,40.0
Gladstone,497000.0,2.44,56.53,32.53,440.0,4.6,10.0,,,,109.0
Kin Kora,459000.0,6.73,21.91,27.85,490.0,5.55,8.88,3.0,13.0,8.33,27.0
Sun Valley,425000.0,4.01,13.78,27.81,470.0,5.75,14.63,1.0,10.0,42.86,63.0
South Trees,,,,,,,,,,,
Telina,515000.0,8.47,29.72,29.07,510.0,5.14,13.33,1.0,8.0,-55.56,102.0
Toolooa,375000.0,10.61,13.98,25.41,435.0,6.03,11.53,1.0,5.0,-16.67,25.0
West Gladstone,435000.0,5.26,24.64,28.31,470.0,5.61,17.5,4.0,33.0,-26.67,79.0
Broadbeach Waters,2499000.0,1.67,13.59,25.57,1250.0,2.6,-3.85,14.0,46.0,-6.12,67.0
Burleigh Heads,1770000.0,15.8,26.65,18.07,1100.0,3.23,15.78,7.0,63.0,8.62,115.0
Burleigh Waters,1750000.0,1.76,16.66,16.74,1050.0,3.12,8.24,14.0,84.0,50.0,51.0
Mermaid Beach,3500000.0,3.75,32.07,18.64,950.0,1.41,-9.53,2.0,27.0,22.73,119.0
Broadbeach,,,,,700.0,,7.69,0.0,4.0,-60.0,
Mermaid Waters,1999000.0,1.39,21.15,17.93,1200.0,3.12,9.09,11.0,44.0,-16.98,70.0
Miami,1700000.0,0.0,3.03,15.25,950.0,2.9,5.55,2.0,30.0,-18.92,89.0
Coolangatta,1800000.0,-2.92,16.12,30.9,910.0,2.62,1.67,1.0,20.0,122.22,154.0
Currumbin,1897500.0,-0.62,15.91,35.63,1200.0,3.28,9.09,1.0,11.0,-31.25,66.0
Tugun,1437000.0,0.86,2.67,24.95,980.0,3.54,8.88,4.0,16.0,0.0,51.0
Currumbin Waters,1470000.0,0.0,8.88,22.5,980.0,3.46,15.29,9.0,43.0,22.86,60.0
Elanora,1299000.0,0.98,8.34,18.09,980.0,3.92,8.88,8.0,36.0,-12.2,58.0
Arundel,1022500.0,6.21,20.29,20.29,820.0,4.17,9.33,6.0,52.0,10.64,86.0
Biggera Waters,1150000.0,0.45,15.0,27.77,750.0,3.39,0.0,5.0,16.0,-30.43,60.0
Coombabah,760000.0,11.53,16.92,13.01,715.0,4.89,2.87,10.0,63.0,10.53,67.0
Labrador,950000.0,11.17,11.76,22.58,700.0,3.83,2.94,9.0,75.0,74.42,100.0
Paradise Point,2500000.0,-9.64,-7.92,9.89,865.0,1.79,-12.63,9.0,93.0,38.81,129.0
Hollywell,1525000.0,13.3,22.0,27.08,805.0,2.74,-5.3,3.0,16.0,-20.0,63.0
Runaway Bay,1395000.0,7.69,16.25,16.25,985.0,3.67,8.83,15.0,52.0,6.12,85.0
Guanaba,,,,,,,,0.0,2.0,0.0,
Springbrook,792500.0,-0.32,5.66,1.6,,,,1.0,12.0,-14.29,138.0
Tamborine,1300000.0,0.0,1.16,13.09,685.0,2.74,-11.62,3.0,21.0,23.53,106.0
Canungra,898000.0,6.34,18.7,20.05,675.0,3.9,-0.74,1.0,21.0,-25.0,89.0
Currumbin Valley,1995000.0,2.77,9.31,-0.25,995.0,2.59,9.34,1.0,11.0,-47.62,119.0
Tallebudgera,1895000.0,5.58,12.13,18.43,1350.0,3.7,35.0,2.0,16.0,-20.0,133.0
Mudgeeraba,1199500.0,4.45,17.65,26.26,850.0,3.68,3.03,9.0,69.0,60.47,72.0
Bonogin,1645000.0,0.03,9.66,18.34,1250.0,3.95,25.0,3.0,20.0,0.0,61.0
Reedy Creek,1595000.0,6.63,13.92,22.73,1100.0,3.58,22.9,8.0,33.0,-15.38,59.0
Andrews,,,,,,,,0.0,0.0,0.0,
Carrara,1128500.0,0.0,25.45,25.52,890.0,4.1,8.53,12.0,62.0,0.0,60.0
Highland Park,1000000.0,5.21,5.31,17.78,900.0,4.68,7.14,4.0,22.0,10.0,49.0
Nerang,975000.0,0.36,14.84,30.17,750.0,4.0,7.14,13.0,107.0,27.38,81.0
Mount Nathan,1650000.0,1.73,21.41,10.0,,,,0.0,5.0,-50.0,81.0
Pacific Pines,999000.0,4.1,13.65,20.5,810.0,4.21,8.0,10.0,47.0,14.63,48.0
Gaven,1650000.0,,,32.0,,,,3.0,10.0,150.0,73.0
Worongary,1295000.0,-1.55,4.56,6.14,975.0,3.91,3.72,7.0,39.0,-18.75,56.0
Tallai,1700000.0,0.0,7.93,13.33,1125.0,3.44,7.14,9.0,29.0,107.14,103.0
Coomera,896000.0,0.91,0.05,15.61,730.0,4.23,7.35,21.0,108.0,-17.56,88.0
Helensvale,1250000.0,6.19,14.73,15.84,995.0,4.13,10.55,16.0,104.0,9.47,63.0
Hope Island,1800000.0,1.07,14.21,38.46,1100.0,3.17,15.78,15.0,256.0,12.28,133.0
Jacobs Well,1300000.0,-3.89,8.33,21.49,900.0,3.6,24.13,2.0,50.0,47.06,98.0
Alberton,,,,,495.0,,-1.0,1.0,5.0,-28.57,71.0
Oxenford,950000.0,0.0,11.76,21.95,795.0,4.35,6.0,13.0,62.0,34.78,101.0
Maudsland,1175000.0,5.02,23.81,38.31,800.0,3.54,0.62,10.0,41.0,-18.0,77.0
Stapylton,,,,,450.0,,,0.0,4.0,100.0,
Yatala,1525000.0,3.44,,22.0,,,,1.0,3.0,-62.5,107.0
Pimpama,820000.0,4.78,17.31,22.38,680.0,4.31,4.61,26.0,121.0,9.01,64.0
Wongawallan,1575000.0,-2.37,,-7.3,,,,3.0,10.0,66.67,57.0
Upper Coomera,999000.0,5.95,22.57,33.2,750.0,3.9,10.29,34.0,221.0,130.21,47.0
Willow Vale,1450000.0,-7.94,81.47,122.22,660.0,2.36,1.53,8.0,15.0,150.0,107.0
Clear Island Waters,2200000.0,-3.53,10.0,37.93,1300.0,3.07,0.0,3.0,14.0,-36.36,50.0
Merrimac,1000000.0,3.89,13.76,25.0,800.0,4.16,6.66,5.0,17.0,13.33,57.0
Varsity Lakes,1100000.0,1.01,15.78,18.02,880.0,4.16,8.64,7.0,28.0,-6.67,39.0
Robina,1395000.0,8.0,27.1,26.81,900.0,3.35,5.88,10.0,82.0,-5.75,55.0
Ashmore,1100000.0,3.04,16.4,22.22,795.0,3.75,1.92,11.0,53.0,0.0,68.0
Molendinar,987000.0,2.48,0.66,2.59,850.0,4.47,0.0,2.0,24.0,-25.0,68.0
Parkwood,1150000.0,4.54,16.45,27.77,850.0,3.84,6.91,4.0,35.0,84.21,51.0
Southport,1100000.0,0.27,15.78,22.35,750.0,3.54,7.14,15.0,109.0,6.86,94.0
Benowa,1650000.0,3.44,10.0,10.36,1150.0,3.62,4.54,14.0,65.0,47.73,108.0
Bundall,1797500.0,0.0,-4.11,24.0,1100.0,3.18,0.0,1.0,33.0,13.79,88.0
Main Beach,,,,,1200.0,,26.31,1.0,9.0,28.57,
Surfers Paradise,2000000.0,1.44,-19.84,33.77,850.0,2.21,8.97,9.0,83.0,13.7,185.0
Darra,739500.0,9.77,13.33,17.0,520.0,3.65,4.0,1.0,15.0,0.0,70.0
Sumner,,,,,600.0,,,0.0,1.0,-50.0,
Durack,795000.0,9.65,44.8,59.0,585.0,3.82,12.5,2.0,34.0,70.0,57.0
Inala,794500.0,11.42,32.41,41.24,500.0,3.27,6.38,1.0,53.0,51.43,86.0
Richlands,759500.0,7.15,14.46,69.72,650.0,4.45,18.18,2.0,27.0,42.11,91.0
Wacol,874000.0,0.92,,33.33,,,,0.0,20.0,1900.0,
Doolandella,866000.0,0.58,8.38,14.39,650.0,3.9,9.24,4.0,65.0,44.44,72.0
Forest Lake,835000.0,2.12,11.48,24.81,580.0,3.61,5.45,7.0,96.0,6.67,53.0
Ellen Grove,795000.0,-0.13,45.6,47.49,560.0,3.66,9.8,2.0,15.0,36.36,67.0
Boonah,699000.0,0.07,10.95,17.28,,,,0.0,41.0,36.67,97.0
Esk,571000.0,3.8,-1.56,23.45,400.0,3.64,0.0,3.0,15.0,15.38,122.0
Lake Manchester,,,,,,,,,,,
England Creek,,,,,,,,0.0,0.0,0.0,
Lowood,631000.0,7.77,26.45,58.14,500.0,4.12,11.11,1.0,42.0,-25.0,56.0
Rosewood,649000.0,4.5,14.86,25.65,475.0,3.8,3.26,3.0,30.0,11.11,66.0
Brassall,687000.0,3.03,14.69,37.53,490.0,3.7,6.52,5.0,58.0,-13.43,67.0
Bundamba,629000.0,-0.09,12.32,27.07,480.0,3.96,2.12,7.0,48.0,-9.43,144.0
Yamanto,734500.0,2.35,22.62,36.01,540.0,3.82,10.2,3.0,19.0,11.76,37.0
Ipswich,733000.0,-6.68,-1.81,3.6,450.0,3.19,4.65,3.0,22.0,-4.35,126.0
Karalee,999000.0,-2.43,5.26,17.66,495.0,2.57,-1.0,0.0,35.0,45.83,68.0
Barellan Point,975000.0,7.52,21.95,22.02,,,,0.0,10.0,25.0,69.0
Karana Downs,900000.0,2.5,12.57,20.0,630.0,3.64,5.0,3.0,15.0,-21.05,67.0
One Mile,599000.0,7.7,33.4,50.12,465.0,4.03,16.25,1.0,10.0,-9.09,38.0
North Ipswich,649000.0,6.67,29.8,44.54,450.0,3.6,7.14,5.0,27.0,17.39,46.0
Tivoli,605000.0,0.0,30.24,41.02,,,,2.0,11.0,83.33,70.0
Raceview,649000.0,4.34,22.68,34.22,525.0,4.2,9.37,9.0,30.0,30.43,47.0
Ripley,699000.0,3.36,12.65,20.93,580.0,4.31,9.43,12.0,248.0,-7.46,78.0
Camira,850000.0,8.26,21.42,25.46,565.0,3.45,8.65,6.0,30.0,3.45,66.0
Gailes,577500.0,8.9,20.68,30.06,410.0,3.69,2.5,0.0,5.0,-37.5,31.0
Carole Park,,,,,,,,0.0,0.0,0.0,
Collingwood Park,712000.0,4.48,11.42,29.69,550.0,4.01,11.11,5.0,146.0,-1.35,198.0
Redbank,649000.0,8.34,18.1,29.8,525.0,4.2,7.14,0.0,18.0,63.64,37.0
Goodna,620000.0,8.9,26.53,37.77,500.0,4.19,11.11,2.0,36.0,0.0,60.0
New Chum,,,,,,,,0.0,0.0,0.0,
Redbank Plains,694000.0,4.62,22.18,36.21,535.0,4.0,9.18,26.0,202.0,1.0,74.0
Springfield Lakes,769000.0,1.33,13.25,21.58,600.0,4.05,7.14,18.0,89.0,7.23,43.0
Augustine Heights,835000.0,4.75,11.33,28.46,610.0,3.79,8.92,5.0,31.0,19.23,42.0
Brookwater,1495000.0,-3.34,19.6,35.9,800.0,2.78,0.0,3.0,31.0,19.23,65.0
Bellbird Park,748000.0,4.47,11.47,24.77,580.0,4.03,5.45,13.0,71.0,-37.72,71.0
Beaudesert,675000.0,5.77,17.39,22.95,505.0,3.89,9.78,4.0,79.0,-13.19,104.0
Beenleigh,699000.0,3.84,27.09,34.42,520.0,3.86,8.33,8.0,44.0,15.79,90.0
Eagleby,649000.0,4.34,30.06,33.81,520.0,4.16,8.33,15.0,46.0,2.22,67.0
Edens Landing,700000.0,4.55,11.11,16.86,570.0,4.23,3.63,1.0,16.0,-30.43,41.0
Holmview,700000.0,3.55,9.54,21.95,590.0,4.38,7.27,8.0,39.0,-7.14,92.0
Mount Warren Park,754500.0,3.44,14.31,21.89,600.0,4.13,5.26,2.0,29.0,-19.44,47.0
Wolffdene,,,,,,,,0.0,4.0,300.0,
Bahrs Scrub,790000.0,3.33,12.85,16.51,600.0,3.94,3.44,5.0,81.0,-25.69,102.0
Boronia Heights,699000.0,7.53,26.51,33.14,550.0,4.09,10.0,6.0,28.0,0.0,64.0
Park Ridge,750000.0,2.59,7.29,15.56,580.0,4.02,3.57,10.0,195.0,61.16,171.0
Browns Plains,760000.0,7.69,29.91,39.57,550.0,3.76,5.76,3.0,33.0,73.68,67.0
Chambers Flat,735500.0,7.98,23.82,18.62,670.0,4.73,-0.75,3.0,94.0,32.39,118.0
